Artista,Biografia,Listeners,Playcount,Artistas Similares
Antidoping,"ANTIDOPING es más que una simple prueba para detectar sustancias tóxicas en el organismo es una inyección vital de ruido positivo que nace al mundo musical en el verano de 1992 En medio de una sobredosis urbana de una ciudad tan grande y monstruosa como lo es la ciudad de México; desde entonces, ANTIDOPING continúa con el firme propósito de aprender, fomentar, y difundir una manera inquieta y libre de vivir por medio de la música reggae.

ANTIDOPING combina algunos elementos <a href=""https://www.last.fm/music/Antidoping"">Read more on Last.fm</a>",12006,170403,Los Rastrillos
Joey Cape,"Joey Cape is the lead vocalist for the melodic punk rock band Lagwagon. He is also lead vocalist for the indie experimental band Bad Astronaut. Other projects include being vocalists for both Afterburner and the Playing Favorites. On top of that, he is a guitarist in the cover band Me First and the Gimme Gimmes. 

In addition, Joey Cape released a split CD with Tony Sly of No Use for a Name, featuring acoustic versions of Lagwagon favorites and one original song (Violet) <a href=""https://www.last.fm/music/Joey+Cape"">Read more on Last.fm</a>",43557,974597,Tony Sly
Noise Complaint,"There are two bands with the name Noise Complaint:

1. Thrashcore/Crossover Thrash/Powerviolence from London, UK featuring members of Armed Response Unit.,Chaotic Mess., Flowers Of Flesh And Blood.,and Bleach. 
NOISE COMPLAINT formed in 2011 and began their assault on the London punk scene, although none of the members are British. They are made up by an American singer, Italian bassist and guitarist and Brazilian drummer so they bring a different style not typically heard in London these days.   <a href=""https://www.last.fm/music/Noise+Complaint"">Read more on Last.fm</a>",1667,30803,The Upfux
Val Bennett,"Val Bennett ( Lovall Bennett, died 1991) was a Jamaican tenor saxophonist and jazz and roots reggae musician who began his career in the 1940s. He made a number of releases on the Island Records and Crab Records labels.

In the late 1940s, Bennett led his own band, the Val Bennett Orchestra. Artists that played in Bennett's band included Jah Jerry Haynes, Lloyd Knibb, and Ernest Ranglin, whose first professional experience was with this band. The Val Bennett Orchestra performed regularly at the Colony Club <a href=""https://www.last.fm/music/Val+Bennett"">Read more on Last.fm</a>",37136,149896,Ken Parker
Lagwagon,"Lagwagon is an American punk rock band originally from Goleta, California, just outside Santa Barbara. They formed in 1990, went on hiatus in 2000, and reunited several times over the years. Their name comes from the band's tour van, which can be seen on the back cover of their 1994 second album Trashed.

The band has 11 releases through Fat Wreck Chords: eight studio albums, one EP, one live album and a collection of B-sides, compilation tracks and demos. <a href=""https://www.last.fm/music/Lagwagon"">Read more on Last.fm</a>",515590,15967366,No Use for a Name
БИРТМАН,"



 <a href=""https://www.last.fm/music/%D0%91%D0%98%D0%A0%D0%A2%D0%9C%D0%90%D0%9D"">Read more on Last.fm</a>",17627,468538,
The Mighty Mighty Bosstones,"The Mighty Mighty Bosstones was a ska punk band from Boston, Massachusetts, United States (Bosstones is a play on Boston). Their last lineup was Dicky Barrett (vocals), Joe Gittleman (bass), Lawrence Katz (guitar), Ben Carr (dancer, ""Bosstone""), Joe Sirois (drums), Timothy ""Johnny Vegas"" Burton (saxophone), Kevin Leaner (saxophone) and Chris Rhodes (trombone)

Formed in 1985, The Mighty Mighty Bosstones started playing in Boston clubs in the mid-1980s. <a href=""https://www.last.fm/music/The+Mighty+Mighty+Bosstones"">Read more on Last.fm</a>",682450,11691410,Big D And The Kids Table
The Living End,"The Living End formed in 1994 after lead singer/guitarist Chris Cheney and bassist Scott Owen were introduced to each other by their older sisters at Wheelers Hill Secondary College in Melbourne, Australia. Cheney, obsessed with 80s rockabilly group the Stray Cats, convinced Owen to learn the double bass instead of the piano and they started playing gigs under the name Runaway Boys after the title of a Stray Cats song. The group went through a succession of drummers before settling on Joe Piripitzi. <a href=""https://www.last.fm/music/The+Living+End"">Read more on Last.fm</a>",326805,7281034,Grinspoon
Los Prisioneros,"Los Prisioneros was a Chilean rock band formed in San Miguel, Santiago, Chile in 1982 by Jorge González (bass, vocals), Claudio Narea (guitar, backing vocals) and Miguel Tapia (drums, backing vocals). They began as a local band during the early 1980s, playing small shows in their neighborhood and high school. After selling a limited press number of their first album in Chile under the independent Fusión producciones label, they signed to EMI in 1985, re-releasing the same album on an LP record and Cassette. <a href=""https://www.last.fm/music/Los+Prisioneros"">Read more on Last.fm</a>",246724,7291456,Los Tres
Boa Brass Band,"Balkan-Ska-Jazz Brass Band from Mantes-la-Jolie (France)

-Alexandre Aumont : Sax Baryton
-Pierro Carvalho : Sax Ténor
-Maxime Jaslier : Sax Alto
-Olivier Mettais-Cartier / Denys Danielides : Soubassophone
-Jonas Baty : Guitare éléctrique
-Matchito Caldara : Caisse Claire / Tapan
-Jérémie Clergeot : Grosse Caisse <a href=""https://www.last.fm/music/Boa+Brass+Band"">Read more on Last.fm</a>",104,891,LALAO RABESON
The Beat,"There were two bands named The Beat, both active at the same time in the late 1970s and early 1980s.  Both bands mutually decided to use different names while operating different parts of the world:

1) The English two-tone ska band The Beat known as The English Beat in North America and The British Beat in Australia.

2) The American power-pop band became known as Paul Collins' Beat in Europe.

1. The Beat are a band founded in Birmingham, England, in 1978. Their music fuses ska, pop, soul, reggae and punk rock. <a href=""https://www.last.fm/music/The+Beat"">Read more on Last.fm</a>",258264,2224379,The Selecter
Buck-O-Nine,"Buck-O-Nine formed in a small warehouse in the early part of 1991. Based in San Diego, the band was on the horizon of a change in the music industry. At the time the catch phrase was “Grunge.” The band was eager to take a different path. With their backgrounds in Punk/Metal bands, Reggae bands and 2nd wave Ska bands, Buck-O-Nine had the formula for what was to become a new mutation of sounds. Inspired by the early founders of this new sound, Buck-O-Nine admired the works of Fishbone <a href=""https://www.last.fm/music/Buck-O-Nine"">Read more on Last.fm</a>",133833,1223554,Mustard Plug
En Tol Sarmiento," <a href=""https://www.last.fm/music/En+Tol+Sarmiento"">Read more on Last.fm</a>",4376,111810,ZetaK
Mest,"Mest is a pop punk band from Blue Island, Illinois.

Cousins Matt Lovato and Tony Lovato formed the band together in October 1995. The band's last guitarist, Jeremiah Rangel, joined the band in 1998. Their previous guitarist was Steve Lovato, Tony Lovato's brother. Nick Gigler joined the band in 1997 and has been their drummer ever since.

In 1998, the band self-released Mo' Money, Mo' 40z. Their debut album on Maverick Records, Wasting Time, was released in July 2000 and Destination Unknown in 2001. <a href=""https://www.last.fm/music/Mest"">Read more on Last.fm</a>",293692,4357910,Fenix TX
Against Me!,"Against Me! is an American punk rock band formed in 1997 in Gainesville, Florida, by singer and guitarist Laura Jane Grace. Since 2001, the band's lineup has also included guitarist James Bowman. After releasing three studio albums through independent record labels (Reinventing Axl Rose on No Idea records, and As The Eternal Cowboy and Searching for a Former Clarity on Fat Wreck Chords), Against Me! moved to Warner/Sire Records for 2007's New Wave, which reached no. <a href=""https://www.last.fm/music/Against+Me%21"">Read more on Last.fm</a>",742332,40267120,Laura Jane Grace
Bruce Lee Band," <a href=""https://www.last.fm/music/+noredirect/Bruce+Lee+Band"">Read more on Last.fm</a>",16692,277202,
2 Minutos,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>",62376,2107193,Flema
The Ataris,"The Ataris are a punk rock band from Anderson, Indiana formed in 1995. The band originally consisted of singer/songwriter/guitarist Kris Roe and guitarist Jasin Thomason. Using a 4-Track, they wrote and recorded demos in Kris's bedroom, with a drum machine as the drummer. At this point in time the band was searching for a full-time drummer. The first step in their road to success came when Kris attended a The Vandals concert at Bogart's in Cincinnati, where he passed one of the demo tapes to The Vandals' roadie Fitz. <a href=""https://www.last.fm/music/The+Ataris"">Read more on Last.fm</a>",830484,15128794,MxPx
Much the Same,"Much The Same is a punk rock band from the suburbs of Chicago, Illinois, United States. Their style is based on the fast, melodic skate punk of the mid-to-late 1990s made popular by bands such as NOFX, Lagwagon, and No Use for a Name.

The band began in 1999 under the name Don't Look Down and changed to Much The Same in 2001 after a legal dispute with the now-defunct New Jersey band Don't Look Down. They released the Caught Off Guard EP in 2001 on Tank Records, Quitters Never Win on A-F Records in 2003 and Survive in 2006 through Nitro Records. <a href=""https://www.last.fm/music/Much+the+Same"">Read more on Last.fm</a>",62593,1291644,Belvedere
The Cat Empire,"The Cat Empire is a six-piece alternative band from Melbourne, Australia. Their sound has been described as a fusion of jazz, funk, and rock with heavy Latin / Salsa influences (not to mention reggae, ska and dub). Currently, the Cat Empire consists of Ollie McGill (keyboard and backing vocals), Ryan Monro (bass and backing vocals), Felix Riebl (percussion and vocals), Harry James Angus (trumpet and vocals), Will Hull-Brown (drums), and Jamshid ""Jumps"" Khadiwhala (decks, percussion). <a href=""https://www.last.fm/music/The+Cat+Empire"">Read more on Last.fm</a>",480229,13678797,The John Butler Trio
South Central Skankers,"The South Central Skankers Rise from Lost Angeles

Their unique and upbeat sounds attract people of all ages and from all walks of life. The Skankers create a sound that cannot be ignored by combining ska, punk, metal and Latin. Their influences vary from underground to highly established bands, many of which were born out of Los Angeles. 

The Skankers first joined forces in 2002 and in the fall of 2003, they went to the studio to record their first L. <a href=""https://www.last.fm/music/South+Central+Skankers"">Read more on Last.fm</a>",4537,38770,8 Kalacas
Zebrahead,"Zebrahead is an Orange County, CA-based pop-punk/alternative rock/rapcore band which was formed in 1996 by vocalist/guitarist Justin Mauriello (formerly of Once There), guitarist Greg Bergdorf (formerly of 409), bassist Ben Osmundson (formerly of 3-Ply), drummer Ed Udhus (formerly of 409), and rapper Ali tabatabaee.

Current members:
Adrain Estrella - Rhythm Guitar, co Lead vocals (2021–present)
Ali Tabatabaee - co Lead Vocals (1996–present)
Dan Palmer - Lead Guitar, Backing Vocals (2013–present) <a href=""https://www.last.fm/music/Zebrahead"">Read more on Last.fm</a>",840643,25962576,Sum 41
Quique Neira,"Quique Neira is a Chilean reggae roots singer. <a href=""https://www.last.fm/music/Quique+Neira"">Read more on Last.fm</a>",24745,183138,Riddim
Toots & The Maytals,"Originally called simply The Maytals, are considered legends of ska and reggae music. They are from Kingston, Jamaica. Their sound is a unique, original combination of gospel, ska, soul, reggae and rock. Frederick ""Toots"" Hibbert, the leader of the group, was born in May Pen in the Parish of Clarendon, Jamaica. He was the youngest of seven children. He grew up singing gospel music in a church choir, but moved to Kingston in 1961 at the age of sixteen. <a href=""https://www.last.fm/music/+noredirect/Toots+&+The+Maytals"">Read more on Last.fm</a>",180949,1917874,
The Offspring,"The Offspring is a punk rock band formed in Huntington Beach, California, United States in 1984. From 1987 to 2003, the band's line-up included Dexter Holland (lead vocals, guitar), Noodles (lead and rhythm guitars, back vocals), Greg K. (bass, back vocals), and Ron Welty (drums, percussion), who was fired in 2003. Their current drummer Brandon Pertzborn of Marilyn Manson who has been with the band since 2023. Greg K was fired from the band in 2018 and was replaced by Todd Morse. <a href=""https://www.last.fm/music/The+Offspring"">Read more on Last.fm</a>",3892934,169237482,Sum 41
Los de Abajo,"Los de Abajo are a band from Mexico City founded in 1992 as a Latin ska four-piece band. Since then they have expanded to eight members and widened their musical influences to include rock, salsa, reggae, cumbia, Son Jarocho and banda sinaloense. Founder member Liber Terán is the main vocalist and writes many of the songs, although all band members receive equal pay for their contributions.

The band was unable to secure a record deal in Mexico, as their music was considered to be insufficiently commercial <a href=""https://www.last.fm/music/Los+de+Abajo"">Read more on Last.fm</a>",101640,690660,Los Estrambóticos
Cigar,"Cigar is a three-piece, non-fronting crew. Powerful, melodic, and thought provoking  is their sound. Always pushing the limits, complexities within the song structures  shatter comparisons made to other ""punk"" bands. But like their style, each member  of Cigar is also unique.

Big Jon sits at the drums. Involved in the music scene since the late '80s; starting with the popular Northern California punk band, ""The Circus Tents,"" Jon has not only had the chance to perform among other great bands <a href=""https://www.last.fm/music/Cigar"">Read more on Last.fm</a>",22080,371589,Ten Foot Pole
Sorry Sweetheart," <a href=""https://www.last.fm/music/Sorry+Sweetheart"">Read more on Last.fm</a>",1753,19745,Younger Than Neil
MxPx,"MxPx is a punk rock band that was formed in 1992 in Bremerton, Washington, United States.

MxPx started as three 15-year-old kids calling themselves Magnified Plaid pounding out music inspired by and similar to The Descendents and other Southern California punk rock bands. They didn’t really love their band name, however, which was a tribute to the original guitarist’s penchant for wearing one particularly loud plaid shirt. Consequently, the name was abbreviated to M. <a href=""https://www.last.fm/music/MxPx"">Read more on Last.fm</a>",658519,13779883,Slick Shoes
Catbite,"We're 4 friends who love 60's Jamaican music, 50's Rock and Roll, Two-tone, Punk rock, and everything in between. <a href=""https://www.last.fm/music/Catbite"">Read more on Last.fm</a>",12785,250912,BAD OPERATION
Rehasher,"Pumping out fast and melodic guitar-driven punk, Rehasher were born sometime around 2002 in the depths of Gainesville, FL, simply as a more formal excuse for the bandmembers to hang out, drink, and play music together. Less Than Jake bassist Roger Manganelli shared guitar and vocal duties with Ryan Geis (just call him Geis, please), and the two were completed by drummer Jake Crown and bassist Gui Amador. In addition to Less Than Jake, the guys represented plenty of time logged in other bands <a href=""https://www.last.fm/music/Rehasher"">Read more on Last.fm</a>",30254,421038,The Decline
Bad Religion,"Bad Religion is a punk rock band from Los Angeles, California, known for the social commentary in their lyrics. The band was formed in 1979 by high school students Greg Graffin (vocals), Jay Bentley (bass guitar), Jay Ziskrout (drums), and Brett Gurewitz (guitar). In 1981, they released their eponymous debut EP on their own newly-formed label, Epitaph, managed and owned by Gurewitz. 1982 saw the release of their first full-length album, How Could Hell be Any Worse?, which gained them a sizable following. <a href=""https://www.last.fm/music/Bad+Religion"">Read more on Last.fm</a>",1404669,84746727,Pennywise
Byron Lee & The Dragonaires,"Byron Lee and the Dragonaires is one of the best known Jamaican bands. Lee played a crucial pioneering role in bringing Jamaican music to the world. Formed in 1956 and playing a big band-ska sound their big break came in the first James Bond film Dr. No, where they appeared as the band in the scene at Pussfeller's club and played a number of tunes on the soundtrack. They also caused a stir at the New York World's Fair in 1964. As successful as the band was <a href=""https://www.last.fm/music/Byron+Lee+&+The+Dragonaires"">Read more on Last.fm</a>",59545,400041,Justin Hinds & The Dominoes
31 Minutos,"31 Minutos (Spanish: 31 Minutes) is a Chilean television programme which takes the form of a mock news broadcast, and is fronted by puppets who present various items. The programme was devised by Álvaro Díaz and Pedro Peirano of producers APLAPLAC, and was first shown in March 2003 on the TVN channel.

31 Minutos has achieved considerable success on Chilean television, captivating adult viewers as much as children. This is reflected in the range and quantity of commercial products spawned by the programme <a href=""https://www.last.fm/music/31+Minutos"">Read more on Last.fm</a>",65933,1975046,Los Bunkers
The Aggrolites,"The Aggrolites are a reggae band from Los Angeles, California. The Aggrolites are an amalgamation of two previous Los Angeles reggae and ska bands, the Vessels and the Rhythm Doctors, and were originally formed in 2002 as an in-concert backing band for reggae icon Derrick Morgan. The band were asked to record music for a new album for Morgan, and though the actual project was never released, the recording sessions inspired the Aggrolites to become a permanent band. <a href=""https://www.last.fm/music/The+Aggrolites"">Read more on Last.fm</a>",125259,2606737,The Slackers
[spunge],"spunge are a ska punk band from Tewkesbury, England. The lead singer, Alex Copeland, has commented that the brackets are in the name so that the letters don't fall out. The correct name does not capitalise the 'S', probably for aesthetic reasons. spunge are the only band who has ever officially been given permission by the Marley family to change the lyrics of a Bob Marley song, on their cover of ""No Woman, No Cry"" (this can be found on their second album, Room For Abuse). <a href=""https://www.last.fm/music/%5Bspunge%5D"">Read more on Last.fm</a>",56545,819607,The Holophonics
The Wailers,"There are or have been - at least - two bands named The Wailers: 

- The legendary Jamaican reggae band (founded as a ska group 1963, and became a Rastafarian reggae band in 1968), renamed Bob Marley & The Wailers in 1974, which are still active led by bassist Aston Barrett after Marley's death in 1981.  

- The Fabulous Wailers, a rock and roll and garage band from the USA, active 1958-1969, first led by John Greek, replaced in 1960 by Rockin' Robin Roberts. <a href=""https://www.last.fm/music/The+Wailers"">Read more on Last.fm</a>",611196,4915287,Bob Marley & The Wailers
New York Ska-Jazz Ensemble,"New York Ska-Jazz Ensemble is a group of New York ska musicians linking together ska and jazz music. 

Members:
Freddie Reiter (saxophone, flute, vocals),Mark Paquin (trombone, vocals)
Yao Dinizulu (drums), Alberto Tarin (guitar), Earl Appleton (keyboards)

ADDITIONAL MUSICIANS

Mitch Margold (keyboards),Cary Brown (keyboards), Gregg Leventhal (bass)
Lee Archibald(guitar, bass, vocals), Chris Weigers (bass)

PAST MEMBERS

Johnnathan McCain (drums <a href=""https://www.last.fm/music/New+York+Ska-Jazz+Ensemble"">Read more on Last.fm</a>",74320,1196656,The Toasters
Half Past Two,"Having formed in 2006, Half Past Two are veterans of the ever-thriving Orange County ska scene, but their forward-thinking approach also aligns them with ska’s current “New Tone” movement. After first coming together with Bad Time Records on 2020’s ‘Ska Against Racism’ compilation, the band and label have finally teamed up for a new full-length LP. ‘Talk Is Killing Me’ shows the band building on their ska punk roots to evolve musically and stylistically <a href=""https://www.last.fm/music/Half+Past+Two"">Read more on Last.fm</a>",8083,127607,Catbite
Tunnel Vision,"1. Alias of State of Mind.

2. Adelaide hardcore band formed in 2019  first putting out their Deathbed demo before the single 'Bleak' and this August an upcoming EP 'Shame Spiral' on life.lair.regret.records.
https://tunnelvision.bandcamp.com/
https://lifelairregretrecords.bandcamp.com/album/shame-spirial

3.  St. John's, Newfoundland and Labrador punk rock band.   
https://tunnelvision709.bandcamp.com/album/2022 <a href=""https://www.last.fm/music/Tunnel+Vision"">Read more on Last.fm</a>",8928,53098,X-O-DUS
Sublime,"Sublime was an American reggae rock and ska punk band from Long Beach, California, formed in 1988. The band's line-up, unchanged until their breakup, consisted of Bradley Nowell (vocals and guitar), Eric Wilson (bass), and Bud Gaugh (drums). Lou Dog, Nowell's dalmatian, was the mascot of the band. Nowell died of a heroin overdose in 1996, resulting in Sublime's breakup. In 1997, songs such as ""What I Got"", ""Santeria"", ""Wrong Way"", ""Doin' Time"", and ""April 29, 1992 (Miami)"" were released to U.S. radio. <a href=""https://www.last.fm/music/Sublime"">Read more on Last.fm</a>",2530887,82873939,Pepper
Koers," <a href=""https://www.last.fm/music/Koers"">Read more on Last.fm</a>",1590,14528,Adala
H2O,"There are at least 10 groups with the name H2O (including H₂O):
1. A hardcore band from the United States
2. A pop rock band from Latvia
3. A hip hop duo from South Africa
4. An alias of Oliver Strumm
5. A rock band from Scotland
6. A hip-hop/dance group from Montenegro
7. A techno act from Norway
8. A progressive rock band from Italy
9. H2O was a Japanese folk/pop duo from Nagano Prefecture: Kenji Nakazawa(中沢賢司） and Masaki Akashio(赤塩正樹).  <a href=""https://www.last.fm/music/H2O"">Read more on Last.fm</a>",226275,7378262,Ignite
Cut Capers,"Cut Capers are a 9-piece Bristol band whose energetic live performance and infectious sound have won them a cult following on the British festival scene. Mixing a swinging vintage-style brass section (think Caro Emerald) with funk, soul and hip-hop.
Like all the best bands, (and many of those on Freshly Squeezed Music) their sound is hard to pin down but comparisons have been made to “Madness, The Streets and Lily Allen” among many others (The Bristol Magazine). <a href=""https://www.last.fm/music/Cut+Capers"">Read more on Last.fm</a>",22907,183548,Little Violet
Owen Gray,"Owen Gray also known as Owen Grey (born 5 July 1939, Jamaica) is one of Jamaica's 'Foundation' singers whose work spans the R&B, ska, rocksteady, and reggae eras of Jamaican music, and he has been credited as Jamaica's first home-grown singing star.

Gray won his first talent contest at the age of nine, and by the age of twelve he was already appearing in public, playing drums, guitar, and keyboards. He attended the Alpha Boys School and turned professional aged 19. <a href=""https://www.last.fm/music/Owen+Gray"">Read more on Last.fm</a>",60145,282922,Derrick Morgan
