Artista,Biografia,Listeners,Playcount,Artistas Similares
Sacha Robotti," <a href=""https://www.last.fm/music/Sacha+Robotti"">Read more on Last.fm</a>",13361,52993,Billy Kenny
Chris Lake,"Globally recognised as one of the most exciting, forward thinking and cutting edge producers on the scene, Chris Lake's rare ability to create tracks that fuse elements of house, electro and techno has not been lost on his fellow peers. His innovative productions continue to receive wave after wave of support from such luminaries that include Sasha, Danny Howells, Justin Robertson, Sander Kleinenberg and Carl Cox, whilst Pete Tong leads the way in championing the unique sound that has established Chris as one of the world's elite. <a href=""https://www.last.fm/music/Chris+Lake"">Read more on Last.fm</a>",598315,5880061,Fisher
San Pacho,"Born and raised in Croatia, San Pacho is a young, hungry house artist who keeps making the right moves at the right time. After launching the project only 3 years ago in 2019, he’s signed songs to Confession, UKF, Dim Mak, and others. His releases are commonly incorporated with genres such as tech house / club house, all of which hits a sweet spot that is hard to directly describe. 

Artists like Tchami, 4B, Wax Motif and dozens of other staple DJ’s can’t get enough of it, giving it their nod of approval and thus their support.  <a href=""https://www.last.fm/music/San+Pacho"">Read more on Last.fm</a>",50275,326399,Black V Neck
EDX,"EDX is a worldwide acclaimed remixer, well known for his brilliant work for the likes of Dubfire, Deadmau5, Armand van Helden, Steve Angello, Sucker DJs, Michael Procter, Kool & The Gang, Lauryn Hill, Kaskade and Armin van Buuren, to name but a few.
Enormous Diverse Xample (of a genius) might not be an accurate, but for sure a possible interpretation of the three letters EDX. Productive and successful for more then a decade, Italian native artist <a href=""https://www.last.fm/music/EDX"">Read more on Last.fm</a>",253455,2257185,Michael Calfan
Dusky,"Previously existing as progressive / melodic house entity Solarity, Dusky are London based musicians Alfie Granger-Howell and Nick Harriman. As comfortable writing elegant orchestral pieces or stirring piano motifs as they are jackin' house and epic techno grooves, their diverse sounds are united by the duo's singular aim - to compose electronic music with depth, soul and originality. <a href=""https://www.last.fm/music/Dusky"">Read more on Last.fm</a>",200995,2122324,Universal Solution
Chapter & Verse," <a href=""https://www.last.fm/music/+noredirect/Chapter+&+Verse"">Read more on Last.fm</a>",47145,259174,
,,,,
Martin Ikin,"DJ’ing since 1990 and Producing music since 1991, Martin Ikin previously known as; DJ Mayhem, Indigo, Soul Purpose, Migrant.. and loads more, has spent his life releasing records on many labels and under many aliases. Including, Defected, Nervous, OFF, Get Physical, Exploited, Zrecords, 3Beat, MOS, SwingCity, Hed Kandi, Soulfuric, Sony, Island, Atlantic..etc etc.

Martin's remix credentials include names such as Mariah Carey, Jamiroquai, Joey Negro, MAW, Grant Nelson, Hardsoul and many more...  <a href=""https://www.last.fm/music/Martin+Ikin"">Read more on Last.fm</a>",99806,631060,Biscits
Cloverdale," <a href=""https://www.last.fm/music/Cloverdale"">Read more on Last.fm</a>",13766,62522,dont blink
CamelPhat,"Multi-platinum DJ and production duo Dave Whelan and Mike Di Scala, better known as CamelPhat, have enjoyed a meteoric rise to the top of the dance music world since breaking through with global hit ‘Cola’ in 2017.

The Grammy and Ivor Novello-nominated pair from Liverpool have continued to evolve their sound, releasing a slew of hits, and becoming one of Beatport’s biggest-selling artists of all time. Their acclaimed and silver-certified debut album ‘Dark Matter’ is packed with high-profile collaborations <a href=""https://www.last.fm/music/CamelPhat"">Read more on Last.fm</a>",470539,5777896,Franky Wah
MNNR,"Hailing from Italy, MNNR is the freshman of the upcoming basshouse scene. From the likes of Tchami, Malaa is part of the Confession family. His unique sound design charmes the one and only AC Slater becoming one of the main names of his collective, Night Bass. He also released on labels like CID's Night Service Only, Insomniac's IN/Rotation, Jauz' Bite This and Botnek's WFHQ

Wherever you are, EDC, Ultra or Tomorrowland you will hear MNNR music played by main artists of the scene, teaching you bad MNNRs. <a href=""https://www.last.fm/music/MNNR"">Read more on Last.fm</a>",8290,42211,Keeld
Gorgon City,"Gorgon City are two North London producers individually known as Foamo and RackNRuin.

Taking up residence on Black Butter Records, their February 2012 debut collaboration ""The Crypt EP"" featured NAVIGATOR, RUBI DAN and JANAI.

One year later, they joined forces with Yasmin for the lead track of the ""Real EP"", ""Real (feat. Yasmin)"", gaining support on both the dancefloor and airwaves. ""Intentions (feat. Clean bandit)"" with Nikki B on vocals and backed by ""Cycles"" , were released on May 2013. <a href=""https://www.last.fm/music/Gorgon+City"">Read more on Last.fm</a>",559457,7961813,Duke Dumont
Tensnake,"Tensnake is Marco Niemerski. Born in Hamburg in 1975, Marco grew up listening to disco, soul, boogie, funk, 80s pop and Balearic. His older brother introduced him to a more dancefloor-inspired influences from Larry Levan to Junior Boys Own, Romanthony to Masters of Work.

He founded the label Mirau in 2005 but Tensnake’s first taste of critical acclaim came with the release of In the End (I Want You to Cry EP) on the label Running Back in 2009. The EP was voted number one on djhistory.com’s end-of-the-year list. <a href=""https://www.last.fm/music/Tensnake"">Read more on Last.fm</a>",338236,3231214,Purple Disco Machine
Grum,"Real Name: Graeme Shepherd.

Scottish Electro/ Disco House/ French Pop artist from Leeds, UK.

His debut album 'Heartbeats' was released on 17 May 2010 on Heartbeats Music. This was preceded by the lead single ""Can't Shake This Feeling"" on 7 May 2010.

He has also released EPs titled Runaway, Heartbeats and Sound Reaction.

He names his main influences as The Human League and Daft Punk.

Shepherd grew up in Linlithgow, near Edinburgh and then moved to Leeds in 2004 to study a Music Technology course in nearby Huddersfield. <a href=""https://www.last.fm/music/Grum"">Read more on Last.fm</a>",231765,3141396,Eli & Fur
Ben Böhmer,"ENG   
Ben's childhood was minted by musical fulfillment through learning the piano, the trumpet and growing up under the influence of many different musical genres. It wasn't until years later, that he came to electronic music through experiments with synthesizers and became a producer.His live sets are an absolute highlight as he improvises around his own productions which have appeared on such esteemed labels as Anjunadeep, Sacrebleu, Audiolith or Keller Rec. <a href=""https://www.last.fm/music/Ben+B%C3%B6hmer"">Read more on Last.fm</a>",247267,4522575,Lane 8
CRI,"CRi, aka Christophe Dubé, is a significant player in the Montreal electronic scene with his distinctive sonic palette characterized by pulsating house synths, intricate syncopated snares, and forward-thinking basslines. As a self-taught college dropout, CRi gained recognition with his EPs 'Tell Her' and 'Someone Else' on Young Art, TOKiMONSTA's label. His breakthrough came in 2018 with a Juno nomination and the release of the mini EP 'Me and My Friends. <a href=""https://www.last.fm/music/CRI"">Read more on Last.fm</a>",113607,1047429,
SBTRKT,"SBTRKT (pronounced ""subtract"") is the electronic music project of Aaron Jerome, a producer based in London. Initially know for the tribal masks he and his collaborators wore in their live performances, Jerome shed the masks in the run-up to this fourth album, ""The Rat Road."" 

SBTRKT debuted in 2009 with remixes of artists like Radiohead, M.I.A, Basement Jaxx (‘Scars’) and Franz Ferdinand (‘Send Him Away’). These remixes gained the attention of radio DJs and tastemaker blogs, leading to more releases on Brainmath label, Ramp and Young. <a href=""https://www.last.fm/music/SBTRKT"">Read more on Last.fm</a>",839850,22428994,SBTRKT & Sampha
Sweet Knives," <a href=""https://www.last.fm/music/Sweet+Knives"">Read more on Last.fm</a>",856,8570,River City Tanlines
Anti Up,"Never established. Never limited. Keep calm? Says who? Chris Lake x Chris Lorenzo <a href=""https://www.last.fm/music/Anti+Up"">Read more on Last.fm</a>",65255,430574,Cloonee
Tsha,"Tsha (full name: Teisha Matthews) is a Fareham born and London, (United Kingdom) based producer of electronic music, mostly house-with-vocals. Following the Moonlight (2019), Flowers (2020) and OnlyL (2021) EPs, she released her full-length début album, Capricorn Sun in October 2022. <a href=""https://www.last.fm/music/Tsha"">Read more on Last.fm</a>",179631,1476589,Barry Can't Swim
Kyle Watson,"Kyle has been involved in music his whole life, attending piano lessons for 8 years and taking music as a subject while he was at school. He has been brought up with music running through his blood; a fascination with electronic music production was imminent.

The immense interest he has in the production of house began a few years back when he got his hands on an early version of Dance eJay. He played around with the program for 3 or 4 years, but yearned to have the power to produce his own music from scratch. <a href=""https://www.last.fm/music/Kyle+Watson"">Read more on Last.fm</a>",111283,738750,The First Station
Dot N Life," <a href=""https://www.last.fm/music/Dot+N+Life"">Read more on Last.fm</a>",7263,28207,Kyle Walker
Apparel Wax,"Apparel Wax is the code name of an unknown artist, brought to life by a collective of many talented international ghost producers who pull its strings, giving him life with their sounds. It’s the newest creation and it symbolizes our love for music, the only thing we really care about, without compromises or distinction. The main ingredient of Wax’s recipe is quality, not names! <a href=""https://www.last.fm/music/Apparel+Wax"">Read more on Last.fm</a>",14395,69438,Jason Hersco
Jerro,"Hailing from Hasselt, Belgium, Jeroen Decosemaker is a rising producer specializing in melodic house and downtempo electronic music; the creative mind behind the Jerro project. He received a proper introduction to the world in late 2018, having multiple tracks featured on Lane 8's 'Root to Branch, Vol. 3' compilation. In early 2019, Jerro released his debut EP 'The Fool', once again via Lane 8's This Never Happened record label. The package quickly <a href=""https://www.last.fm/music/Jerro"">Read more on Last.fm</a>",89992,827621,Ben Böhmer
Tough Love,"1) London based duo Tough Love  have been at the forefront of the house scene for sometime now since they started out in 2011. Their distinct production, together with energetic and bass-heavy DJ sets, has created a cult following of hard-core fans across the UK and beyond. 

Their sound is instantly recognisable in their production hard-hitting grooves accompanied by crisp drum layers & undeniable dancability. It’s this infectious sound that won <a href=""https://www.last.fm/music/Tough+Love"">Read more on Last.fm</a>",103118,507935,Kideko
Cristoph,"There’s a new titan in the world of progressive house, and his name is Cristoph. The mysterious producer has proven himself a bona fide force to be reckoned with landmark releases on imprints like Last Night on Earth and Bedrock. Now, with the official backing of Eric Prydz, he’s primed for even greater success. It’s no surprise his music has caught on so fervently: simply put, Cristoph’s sound is infectious.
 
Cristoph hails from Newcastle upon Tyne, coming from a family deeply entrenched in the art of DJing. <a href=""https://www.last.fm/music/Cristoph"">Read more on Last.fm</a>",112158,893597,CamelPhat
Linkwood,"Linkwood is Producer, Engineer and DJ Nick Moore. 
Best known for his highly acclaimed releases on Firecracker Records, including 'Miles Away' and 'Piece of Mind', Linkwood released his first LP ‘System’ for Prime Numbers in September 2009 - an album which has taken him around the world. 
As a teenager growing up in Bristol in the late 80’s/early 90’s, Linkwood became fascinated with house and techno. This inspired him to make his own music and learn everything possible about production and recording techniques. <a href=""https://www.last.fm/music/Linkwood"">Read more on Last.fm</a>",47198,350315,Move D
Lucati,"Music over everything. That is the motto that has propelled LUCATI's music to the worlds largest stages. Garnering the support from House music legends such as Claude Von Stroke, Dennis Ferrer, Green Velvet, Chris Lake, Lee Foss and countless others has brought this House music producer straight from the underground, to the big show. No stranger to festivals either, LUCATI has smashed EDC Las Vegas, EDC Mexico, HARD Summer, Audiotistic, Countdown NYE, and more. <a href=""https://www.last.fm/music/Lucati"">Read more on Last.fm</a>",7034,24150,Ranger Trucco
House on the Moon," <a href=""https://www.last.fm/music/House+on+the+Moon"">Read more on Last.fm</a>",7,20,
DREZO,"Based in Los Angeles, Drezo is no outsider to the underground sound that is currently sweeping across the restless west coast city. Through his compositions and remixes, the 23 year old aims to represent the darker and more imaginative side of house music. Using influences from the LA scene has shaped this young artist’s music into a surge of haunting originality that is instantly recognizable. Currently being championed by some of the main tastemakers in the game <a href=""https://www.last.fm/music/DREZO"">Read more on Last.fm</a>",29675,204930,BROHUG
Lxury,"West London based artist and producer Andy Smith is better known as ""Lxury"", up-and-coming electronic talent.

The five smashing sounds yet released on his soundcloud leave no doubt concerning his potential to ignite the electronic scene. While an official release is very much awaited, we can't help but notice, among his other tracks, the single ""J.A.W.S"", co-produced by Disclosure, which illustrates the flavoursome mix between Smith's electronic and dance influences. <a href=""https://www.last.fm/music/Lxury"">Read more on Last.fm</a>",70516,476212,Ruze
Illyus & Barrientos,"Glasgow has always been a fertile breeding ground for house music. With countless internationally-renowned DJs hailing from the city, there is no shortage of world-class talent in the UK’s northern clubbing powerhouse. 

The latest duo to set dance oors alight in Glasgow and far beyond are Illyus & Barrientos. The pair have diverse origins – Barrientos has Chilean parents and was born in America, while Illyus grew up in Frankfurt after being born in Govan. <a href=""https://www.last.fm/music/Illyus+&+Barrientos"">Read more on Last.fm</a>",44811,234466,Wh0
House Mix 2021," <a href=""https://www.last.fm/music/House+Mix+2021"">Read more on Last.fm</a>",546,4212,Workout Music Gym
Heider,"Resident of Baltimore, MD / Dubstep,DnB, EDM DJ / Dubstep,electronica Producer / www.heiderbeats.com <a href=""https://www.last.fm/music/Heider"">Read more on Last.fm</a>",6603,25243,poolhaus
Colour Castle," <a href=""https://www.last.fm/music/Colour+Castle"">Read more on Last.fm</a>",12078,41194,George Sandler
Prospa,"Leeds-based electronic duo Harvey Blumler and Gosha Smith (aka Prospa) chart a course through classic house and rave-era dance music. Growing up, both Blumler and Smith were more interested in rock music, with the former taking up drums and the latter learning guitar. In their teenage years, they gained an interest in electronic music production: Blumler started out by crafting dubstep inspired beats, whilst Smith was intent on making jazz-infused hip hop. <a href=""https://www.last.fm/music/Prospa"">Read more on Last.fm</a>",90953,783655,Jasper Tygner
LP Giobbi,"Leah Chisholm aka LP Giobbi is a producer-DJ-music director-synth musician, born in Oregon and based in LA.

When she’s not collaborating or touring with the likes of Sofi Tukker, Jax Jones, Hotel Garuda or Autograf, she’s co-founding publishing companies and touring parties (Animal Talk Collective; Sofi Tukker's label), heading up a non-profit organization to address the lack of representation and equity in electronic music (FEMME HOUSE; with her friend & co-manager Lauren A. <a href=""https://www.last.fm/music/LP+Giobbi"">Read more on Last.fm</a>",168071,1327286,J. Worra
Anden,"There are three artits that go by the name of Anden. 1) is group consisting of brother Tom and Pete Cuppernull. 2) is Anders ""Anden"" Matthesen (born 1975) a Danish stand-up comedian, scriptwriter, actor and singer.

1) Anden - Tom and Pete Cuppernull
Brothers Tom and Pete Cuppernull have spent the last decade applying their lifelong musicianship to their music. Classically trained on the violin, cello, and trumpet, Anden's organic and warm productions have garnered cross-genre acclaim from Solomun <a href=""https://www.last.fm/music/Anden"">Read more on Last.fm</a>",43072,283687,De Nattergale
Shift K3Y,"Lewis Shay Jankel (born 27 May 1993), known by his stage name Shift K3Y, is an English producer and DJ from London. He is best known for his 2014 single ""Touch"", which peaked at number 3 on the UK Singles Chart.

Jankel released his debut EP Step in the City on 12 December 2011, through Marco Del Horno's record label Bullet Train. ""Manage Ya"", one of the EP tracks, was supported by BBC Radio 1 and 1Xtra DJs including MistaJam and Toddla T. On 23 July 2012, he released his second EP Left and Right with the label. <a href=""https://www.last.fm/music/Shift+K3Y"">Read more on Last.fm</a>",171802,1300814,M-22
Dillon Nathaniel,"Sonic manipulation is the cornerstone of Dillon Nathaniel’s unconventional approach to house music. In just a few short years the graduate of the revered Icon Collective and self professed gear junkie has proven himself to be a technical mastermind and modern house music connoisseur. The strength of his thick low-end grooves and quirky sound design have caught. the ears of A-Track, AC Slater, Destructo, Chris Lake, Malaa and Tchami. His sound has <a href=""https://www.last.fm/music/Dillon+Nathaniel"">Read more on Last.fm</a>",17556,84847,Keeld
Cassy,"Cassy (real name: Catherine Britton) left England for Austria in 1975 with her father.  Her first musical foray was as a vocalist for Elin (aka Autorepeat) on ""Music Takes Me Higher"".  It wasn't long before she turned her attention to mixing.  She was often found in the Vienna and Munich scenes, before moving to Berlin in 2003.  Shortly after she got involved with artists like Ricardo Villalobos and Steve Bug.  Her first solo release was ""My Auntie"" on Perlon records <a href=""https://www.last.fm/music/Cassy"">Read more on Last.fm</a>",20695,91540,Sammy Dee
Link,"Link is a name of at least seven acts:

1) A pseudonym of electronic music artist Mark Pritchard, who also records/has recorded as Reload, Harmonic 313, Troubleman, N.Y. Connection, William Parrott and Roberto Edwardo Turner (aka The Returner). His most notable tracks as Link include: Amenity and ""Arcadian"".

Mark's collaborative efforts include Global Communication, Jedi Knights, The Chameleon, Link & E621, Reload & E621 and Secret Ingredients, all with Tom Middleton <a href=""https://www.last.fm/music/Link"">Read more on Last.fm</a>",43665,265285,Balil
Sorley," <a href=""https://www.last.fm/music/Sorley"">Read more on Last.fm</a>",6539,25109,Will Taylor (UK)
Luttrell,"Luttrell is Eric Luttrell, an electronic music producer from San Francisco, California. He is signed to Anjunadeep. 




 <a href=""https://www.last.fm/music/Luttrell"">Read more on Last.fm</a>",84547,1240459,Yotto
Omnia,"
Omnia may refer to several artists, here listed in order of popularity on last.fm:

1.Self-described ""neoceltic pagan folk"" band based in The Netherlands and Belgium
2. Electronic dance music producer from Ukraine

1. Omnia is a self-described ""neoceltic pagan folk"" band based in The Netherlands and Belgium and whose members (and former members) are Irish, Dutch, Indonesian, English and Belgian. Their traditional music takes on the form of various cultural routes, from places around the world such as Ireland, England and Afghanistan. <a href=""https://www.last.fm/music/Omnia"">Read more on Last.fm</a>",260073,6610276,Faun
Helsloot,"Helsloot (born Thomas Helsloot) is a Dutch-based artist known for his melodic, futuristic, and heavily hip-hop-influenced take on techno and disco.

One of Helsloot's initial productions was a draft of ""Because You Move Me,"" which he sent to his producer friends, Tinlicker. The unexpected success provided Helsloot with the opportunity to step into the spotlight as an artist and refine his shows with his own productions. His work has been signed by labels such as Get Physical, Domino Records, This Never Happened, Ritter Butzke, and Anjunadeep. <a href=""https://www.last.fm/music/Helsloot"">Read more on Last.fm</a>",48717,294031,Nora En Pure
Riva Starr,"“…dance music’s future star. Colourful, exuberant and, crucially, dynamite on the dance floor.” 
(Q Magazine)

Riva Starr couldn’t be hotter right now. Stefano Miele from Napole - aka Riva Starr - has smashed out of the blogosphere with his unique patchwork of styles, swiftly establishing himself as one of the most unique and recognisable producer / DJ today. 

Riva – with his love for re-inventing any music that inspires him – has coined the term “Snatch!” to describe his very personal bootleg remix technique <a href=""https://www.last.fm/music/Riva+Starr"">Read more on Last.fm</a>",110323,570011,Wh0
Late Replies,"In a world where music reigns supreme, one duo has risen from the concrete jungle of North West London to take the industry by storm. Meet Late Replies - the unstoppable force of tech house beats that blend traditional and underground elements to create a music experience unlike any other.

With over 10 million streams on Spotify and countless fans across the globe, Late Replies have become a sensation that cannot be contained. Their music is an adrenaline-fueled ride of skippy rolling basslines and percussion that leaves crowds wanting more. <a href=""https://www.last.fm/music/Late+Replies"">Read more on Last.fm</a>",12367,45756,Max Chapman
Crusy,"Spanish DJ/Producer Crusy steps up on Exclusive Mix duties amid the hottest stretch in his career! After refocusing and retooling during the pandemic, he’s got an arsenal of new music that is doing serious damage. 

“Selecta” on Toolroom Trax has become his most DJ supported track ever including live plays from the likes of ACRAZE, Carl Cox, David Guetta, James Hype, John Summit, Malaa, and many more. Next week his new collaboration “El Beso” <a href=""https://www.last.fm/music/Crusy"">Read more on Last.fm</a>",11535,39822,ZOOTAH
Praana,"PRAANA (aka Tritonal) - Chad Cisneros, Dave Reed <a href=""https://www.last.fm/music/Praana"">Read more on Last.fm</a>",28702,305041,Matt Fax
Sebastian Sellares," <a href=""https://www.last.fm/music/Sebastian+Sellares"">Read more on Last.fm</a>",6372,40822,Ezequiel Arias
Kyau & Albert,"Kyau & Albert is the working name for two trance music producers and DJs from Germany named Ralph Kyau and Steven Moebius Albert. They were formerly known as Kyau vs. Albert but changed their working name to Kyau & Albert in 2006.

Ralph Kyau had his first experience with the production of electronic music in 1990 and gained a reputation for DJing as well as Live PA sets at several underground techno parties in Germany before releasing his first record ""Modulation Experiments"" at the end of 1993. <a href=""https://www.last.fm/music/+noredirect/Kyau+&+Albert"">Read more on Last.fm</a>",40330,531631,
Bot,"1) BOT (born as Andrea Fratangelo) is a british electronic music producer.
Bot is of the future. Half man, half-machine; fully Italian. Exiled in West London, locked in the studio since departing legendary duo Crookers, Bot (his creators named him Andrea Fratangelo) has disassembled any expectations and rebuilt his sound for 2018. Futuristic techno and unorthodox club rhythms are welded with hip hop influences, and a nod to the sounds and sprit of classic house. <a href=""https://www.last.fm/music/Bot"">Read more on Last.fm</a>",5996,22850,219 Boys
Tim Mason,"Tim Mason: 
Facebook, Twitter, Youtube, Soundcloud

Appropriately titled debut single ‘The Moment’ captured the imaginations of dance floors around the world. What just happened? Who’s this record by?

After weeks of support from the likes of Swedish House Mafia, Tiesto, David Guetta, Chemical Brothers and Calvin Harris, label boss Steve Angello revealed that this track was in fact the first instalment from Tim Mason, a new artist he’d signed to his record label, Size Records. <a href=""https://www.last.fm/music/Tim+Mason"">Read more on Last.fm</a>",53433,222838,Steve Angello
Morgin Madison," <a href=""https://www.last.fm/music/Morgin+Madison"">Read more on Last.fm</a>",26344,214922,No Mana
Cromby," <a href=""https://www.last.fm/music/Cromby"">Read more on Last.fm</a>",12170,43853,Brame & Hamo
Weiss,"There are at least three artists named Weiss:

1. WEISS, real name Richard Dinsdale, is a UK-based house music producer and DJ. In 2018, he had his first successful single ‘Feel My Needs’ that went on to become a Silver certified record in the UK. WEISS then signed a record deal with Island Records in the UK[1] and followed that up with a collaboration with Becky Hill ‘I Could Get Used to This’ which went on to become Gold certified. In 2020, he released ‘First Sight’ and ‘Where Do We Go’. <a href=""https://www.last.fm/music/Weiss"">Read more on Last.fm</a>",162332,1189187,Rachel Row
Isola,"There is more than one band named Isola.

1/  ＩＳＯＬＡ was a Japanese indie Visual Kei rock band, active around the year 2000. The line up was: Vocal: 姫 (Hime), Guitar: tsubaki, Guitar: 文 (Fumi), Bass: kei
They released a demotape, Over... . Their single, Egoiste Butterfly, was released in June 2001. It contains two tracks: 01 Egoiste Butterfly, 02 「Cruel」
These are the projects the members were involved with, after ISOLA's disbandment: 姫 (Hime) joined 洞 (Hora) to form Rudolf Steiner <a href=""https://www.last.fm/music/Isola"">Read more on Last.fm</a>",20893,125840,Headache
Saison,"London based house duo Saison have, over the last few years, carved out a niche of their own. Named the best deep house artist of 2018 and 2019 by Traxource, and one of the biggest selling deep house artist on Beatport, they have released on some of the most respected house labels in the world, including Defected, Toolroom, Large Music, Sonar Kollektiv, and Suara to name a few. 

They’ve also remixed many titans of the scene including such musically diverse artists as Jack Back, Chez Damier, Dave Lee and Kevin Yost. <a href=""https://www.last.fm/music/Saison"">Read more on Last.fm</a>",32204,160425,Marc Cotterell
SUBSHIFT," <a href=""https://www.last.fm/music/SUBSHIFT"">Read more on Last.fm</a>",12383,38019,Kapuzen
House Music,"House music was born in Chicago at places like the warehouse, underground, and powerplant. We, ""the children"" were enraptured by tunes created by the mixing genious of Frankie Knuckles.  Frankie Knuckles is the original and ONLY DJ that knows real house music, believe me I was there....... what a party.  AND IT WAS ALL DONE ON VINYL!

Mixing soungs from the Clark Sisters to Donna Summer to old R & B to gospel, Frankie Knuckles created House Music...Mixed versions of ""Let no man put Usunder"" and ""There but for the grace of God go I"" were my fav. <a href=""https://www.last.fm/music/House+Music"">Read more on Last.fm</a>",11934,54041,SRTW
Matt Sassari,"Being considered relatively known on the international scene, Marseille based DJ and producer Matt Sassari has suitably proven his strength in both the studio and behind the decks. 
 
With releases on notable labels such as CR2 / Truesoul / Panterre Musique / Terminal M / Intec / Relief Matts unique blend of Techno and Tech House made his first top 1 overall beatport chart with 'Put A Record On' in 2019. Followed by his newest 'Give it to me' record <a href=""https://www.last.fm/music/Matt+Sassari"">Read more on Last.fm</a>",341776,2422252,Kilian K
KC Lights,"Following an explosive few years, Scotland's multi-talented musician/DJ/producer KC Lights has firmly established himself as one of the most exciting UK talents on the scene. 

He grew up on a small island off the West Coast of Scotland, the Isle of Bute, and music grabbed his attention from an early age, with his love for composing and performing leading him to an honours degree and multiple awards at University. After a trip to Ibiza in his teens, KC Lights fell in love with electronic music. <a href=""https://www.last.fm/music/KC+Lights"">Read more on Last.fm</a>",98937,573610,Sonny Fodera
Bleu Clair,"Kurniawan Wicaksono (born April 21, 1995) or better known as Bleu Clair is an Indonesian musician and producer.

Delivering unparalleled tech and bass house delicacies from the studio, Indonesian born artist Bleu Clair is bringing to dance floors what one can only describe as flaunting house music for the future. Essentially, this young producer has curated a signature sound under his name that evokes a dynamic energy amongst the tech and bass house devotees and music industry pioneers alike. <a href=""https://www.last.fm/music/Bleu+Clair"">Read more on Last.fm</a>",56876,461032,Sqwad
MultiPlabell," <a href=""https://www.last.fm/music/MultiPlabell"">Read more on Last.fm</a>",13530,59105,RXDER
Markus Schulz,"Markus Schulz is a German progressive trance producer renowned for his unique style of dark, brooding yet melodic productions and DJ sets. He is head of his own label Coldharbour Recordings in co-operation with Armada and he is infamous for surprising his fans with his own edits and reconstructions of well-known songs. He is currently living in Miami, Florida

-------------------

Markus Schulz is a man on a mission. He dreams of meeting the world. <a href=""https://www.last.fm/music/Markus+Schulz"">Read more on Last.fm</a>",359119,4955029,Andrew Rayel
Motion Sky," <a href=""https://www.last.fm/music/Motion+Sky"">Read more on Last.fm</a>",348,851,Silk and Fuss
Biscits,"Southampton born and bred Biscits has enjoyed another high achieving year with releases on Thrive, Selected, his home label Solotoko & more. His productions have amassed over 2 million monthly listeners on Spotify alone and his track Your Body was one of the most played tech house tacks of 2021. He’s continued to gain the support of industry mentors and peers including Diplo, Sonny Fodera, Dom Dolla, Solardo and more.

Biscits has another busy year of releases lined up including a collaboration EP with Sonny Fodera & an album on Solotoko. <a href=""https://www.last.fm/music/Biscits"">Read more on Last.fm</a>",136019,1108074,Martin Ikin
Mark Knight,"Not to be confused with, the similarly named, video games and Chiptune composer - Mark 'TDK' Knight.

1) Mark Knight is head of Toolroom Records & a UK DJ / producer. He has stamped his impression on the scene of electronic dance music - through a string of releases & parties - highlighting his label. Often collaborating with fellow British DJ Funkagenda, Mark has been at the forefront of commercial house, techno & tech house. Some of his most successful releases are Man With The Red Face (with Funkagenda), Downpipe (with Underworld & D. <a href=""https://www.last.fm/music/Mark+Knight"">Read more on Last.fm</a>",257996,1773917,Hot Since 82
Crankstar," <a href=""https://www.last.fm/music/Crankstar"">Read more on Last.fm</a>",67,190,Coverrun
Nōpi," <a href=""https://www.last.fm/music/N%C5%8Dpi"">Read more on Last.fm</a>",11012,88250,Marsh
Crvvcks,"Crvvcks (pronounced Crookes), real name Joe Mafullul, is a electronic music DJ/producer based in Leeds from Nottingham who has found fans in BBC Radio 1, Rinse FM and Amazing Radio.  His music is a perfect mix of high energy upbeat dance tracks with a nod to classic House and Soul and downbeat chill out electronica. <a href=""https://www.last.fm/music/Crvvcks"">Read more on Last.fm</a>",31456,130039,NIGHTLAPSE
Ferry Corsten,"Ferry Corsten is a Dutch DJ, producer and recorder who first started out in 1991 producing underground hardcore gabber tracks. He soon expanded into clubhouse and trance music. But don't put Ferry into the trance corner, because his sound encompasses several genres of electronic music.

In 1999 Ferry Corsten was voted Best Producer of the Year at the Ericsson Muzik Award in London. In 2000, he was awarded Best Remix for Adagio for Strings (Ferry Corsten Remix) at the Dancestar 2000 awards. <a href=""https://www.last.fm/music/Ferry+Corsten"">Read more on Last.fm</a>",671756,9500729,Cosmic Gate
Local Singles," <a href=""https://www.last.fm/music/Local+Singles"">Read more on Last.fm</a>",5458,22303,ROXE
Loge21," <a href=""https://www.last.fm/music/Loge21"">Read more on Last.fm</a>",15348,82567,Bellecour
Delroy Edwards,"Born in March 28, 1990, Delroy Edwards is a Los Angeles-based house producer. His first release was 4 Club Use Only 12"" on Brooklyn-based label, L.I.E.S., in 2012.

Soundcloud
Discogs <a href=""https://www.last.fm/music/Delroy+Edwards"">Read more on Last.fm</a>",144247,1920604,Rezzett
KiNK,"KiNK is an Bulgarian acid techno and acid house producer, also known with his attempts in experimental styles. His his first release - ""Same ol' thing"" was released by the UK label Odori and hit the house charts of several online vinyl shops.

With the support of names such as Josh Wink, Richie Hawtin, Laurent Garnier, Surgeon and Modeselektor, KiNK is rapidly gaining momentum in the electronic music industry and is proving himself as a unique and consistent producer. <a href=""https://www.last.fm/music/KiNK"">Read more on Last.fm</a>",113462,796797,Maceo Plex
