Artista,Biografia,Listeners,Playcount,Artistas Similares
Breach,"More than one artist exists by the name of Breach:

1. A punk band from Sweden.

2. An electronic music producer from Bristol, UK.


1. Noisy and furious somewhere between the tribal angst-filled sound of NEUROSIS and TORTOISE. Luleå, Sweden 1993: The local punkband Superdong split up. A lot of people couldn't care less. Now we know better. One half of Superdong quickly forms Fireside, and the other half becomes Breach.

Luleå turns out to be a <a href=""https://www.last.fm/music/Breach"">Read more on Last.fm</a>",138826,1569935,Knut
Pirate Copy," <a href=""https://www.last.fm/music/Pirate+Copy"">Read more on Last.fm</a>",5902,19848,Tini Gessler
ZHU,"Steven Zhu, known mononymously as Zhu, is an American electronic music producer and singer who has been active since the beginning of 2014, signed to Mind of a Genius Records. Until mid-2014, Zhu remained anonymous, asking to be judged by his music alone. <a href=""https://www.last.fm/music/ZHU"">Read more on Last.fm</a>",798024,14544003,Bob Moses
Tom Staar,"Deep within the solar system, past the rocky contours of the moon & beyond the fizzing gases of Jupiter, a lone space traveller named Tom Staar searches for his long lost colony of intergalactic compadres.

Not knowing if he is the last of his kind means his search is never ending & his methods of communication unorthodox. It's a long time since he's seen another member of his species, but one thing he still remembers is how much they liked to dance! So in a bid to make contact, Tom likes to send interstellar messages... in the form of songs! <a href=""https://www.last.fm/music/Tom+Staar"">Read more on Last.fm</a>",60227,289334,Shapov
Enzo Siragusa," <a href=""https://www.last.fm/music/Enzo+Siragusa"">Read more on Last.fm</a>",7028,25956,Archie Hamilton
Sonny Fodera,"Hailing from Adelaide, Australia Sonny Fodera's story is starting to gain momentum; having started producing music at a young age he has established himself as one of Australia’s premier deep jackin house dj's and producers, artist/remixer. As a dj, his signature sound showcases smooth technical wizardry combined with a music selection geared to satisfy even the most discerning house music listeners.

Having played along side the likes of Chuck Love <a href=""https://www.last.fm/music/Sonny+Fodera"">Read more on Last.fm</a>",283056,2698529,MK
Paul Thomas,"Paul Thomas: a biography

The last five years has seen the UK house music scene storm the world like never before, with a vanguard of talented new DJs and producers who have welded the traditional sound with techno, progressive, trance and electro influences in explosive fashion. Their time is now, and Paul Thomas is amongst this new wave’s brightest stars.

Paul’s big break was landing a residency at Birmingham’s Godkitchen and their globally-syndicated <a href=""https://www.last.fm/music/Paul+Thomas"">Read more on Last.fm</a>",34637,172601,Matan Caspi
Deep House2021," <a href=""https://www.last.fm/music/Deep+House2021"">Read more on Last.fm</a>",658,8441,Fitness Dj
Chris Lorenzo,"Producer, remixer, DJ and Rinse FM host, Birmingham UK's Chris Lorenzo is widely acknowledged for pioneering his hometown's emergent and increasingly popular Jackin' house come Bassline hybrid sound, which he terms simply ""House & Bass"". 

Having built up specialist support with releases on a plethora of tastemaker labels, including Claude Von Stroke's Dirtybird label and Shadow Child & Kry Wolf's lauded Food Music label, Lorenzo has also been called upon to remix My Nu Leng for Black Butter and Disclosure for PMR.  <a href=""https://www.last.fm/music/Chris+Lorenzo"">Read more on Last.fm</a>",252963,2030838,Dom Dolla
Rampa,"From 2009 on, Rampa made a name of himself through Keinemusik, his own little d.i.y.-cosmos, being not only label, but also crew of likeminded DJs, producers and friends. The teamwork within this realm has seen a serious number of productions and collaborations, particularly with fellow producer &ME, not to forget the rest of the bunch, Adam Port, Reznik and Monja.

Besides, he’s got an array of other collaborations and releases under his belt, put out on imprints like Circoloco <a href=""https://www.last.fm/music/Rampa"">Read more on Last.fm</a>",112751,793056,&ME
Yotto,"Otto Yliperttula (born October 8, 1986), known professionally by his stage name, Yotto, is a Finnish DJ, songwriter, and record producer. Currently residing in Helsinki, Finland, the 30-year-old is signed to English deep house label, Anjunadeep.

Yotto came to fruition with a string of remixes and originals that caught the ear of Anjunadeep label boss, James Grant. Deemed “a man of many sounds” by Billboard and “an experimental house talent” by Dancing Astronaut <a href=""https://www.last.fm/music/Yotto"">Read more on Last.fm</a>",175132,2294264,Luttrell
Reelow,"Hungarian-born, Barcelona-based DJ/Producer, Reelow, has a knack for churning prowling bass lines and indelible riffs into heavy hitting dance floor records. Reelow’s sound is not limited to one genre but incorporates influences from jazz, soul, breakbeat, hip-hop and techno.

As an evolving power house producer, Reelow owns a host of impressive releases on labels such as Time Has Changed, Moan, Serkal, Inmotion Music, CellaaMusic, Kosmophono, Yoruba Grooves and Hopeless just to name a few. <a href=""https://www.last.fm/music/Reelow"">Read more on Last.fm</a>",4646,18318,Dimmish
ENNE (BR)," <a href=""https://www.last.fm/music/ENNE+(BR)"">Read more on Last.fm</a>",5659,22131,bewav
DEL-30," <a href=""https://www.last.fm/music/DEL-30"">Read more on Last.fm</a>",10747,44848,Nightfunk
Christian Nielsen,"Danish DJ and producer Christian Nielsen, is a rare commodity in the world of House and Techno. While other producers might pander to the masses, Nielsen, never opts for a novelty approach, instead carving his own successful niche in a constant jostle for dance floor play. 

Christian Nielsen is an artist who has seemed to come out of nowhere. Working in an office by day and developing his musical craft by night.

That said, his sound is a classic one <a href=""https://www.last.fm/music/Christian+Nielsen"">Read more on Last.fm</a>",12353,40811,Local Dialect
Kyle Walker,"Los Angeles (California) native, Kyle Walker is an act that has made monumental waves in the music scene almost instantly upon beginning his career. Influenced early on from the heavier side of electronic music, his largest inspirations, in the beginning, came from Skrillex, Doctor P, Flux Pavilion and Kill Paris. Five years and countless hours of studio time later, Kyle stumbled across Disclosure’s Grammy award-winning album “Settle” and instantly became connected to house music. <a href=""https://www.last.fm/music/Kyle+Walker"">Read more on Last.fm</a>",20036,87888,Ranger Trucco
J. Worra,"Classic house meets new school tech with Native Chicagoan now Los Angeles-based DJ and producer Jamie Sitter, a.k.a. “ J. Worra ”. Best known for her creativity as a producer and skills behind the decks, she brings an inimitable swagger and technical prowess to dance music’s underground scene, lending these unique skills to every venture of her life spanning music, fashion, and art.

Hailed as DJ Mag’s 2019 Breakthrough Music Producer of the Year <a href=""https://www.last.fm/music/J.+Worra"">Read more on Last.fm</a>",136390,939222,Sidepiece
Sqwad,"japcore band with ex-Ghoul members <a href=""https://www.last.fm/music/Sqwad"">Read more on Last.fm</a>",24463,99499,Bleu Clair
Matt Fax,"Matt Fax is a 22 years old producer and DJ from France. Started to produce under this alias in 2012, Matt saw him grow up really fast in the EDM scene, with releases on top labels from the like of Anjunabeats, Armada Music or even Enhanced Music. He is also the youngest guest mixer on Above & Beyond's Group Therapy show, as well as the youngest producer to release on Anjunabeats and the most played artist on Group Therapy radio show.

Matt received support from all the best DJs in the EDM scene <a href=""https://www.last.fm/music/Matt+Fax"">Read more on Last.fm</a>",95093,857091,Estiva
Hans Glader,"Hans Glader is an American Electronic Music Producer and DJ whose comfort on a drum set combined with his fascination in digital and analog synthesis translates into tight and unique rhythmic tracks.  Hans was born in San Francisco in 1998 and now lives in Los Angeles.  Known for his skippy and layered take on UK Garage (UKG) music, Hans has collaborated with DJ Q, AC Slater, Sammy Virji, MPH, Tuff Culture, Lodgers, Honey & Badger, Oppidan and has been released on records labels in France <a href=""https://www.last.fm/music/Hans+Glader"">Read more on Last.fm</a>",6353,51245,Jack Junior
Massane,"French music producer, guitarist and live act Massane creates melodic house and techno music rich with sonic textures inspired by a wide range of genres. Attracting attention from those in the scene early on, Massane released his debut EP Visage 1 (No Return) on Lane 8's This Never Happened in early 2020. The start of a three part journey, Massane went on to release Visage 2 (Crossroads) & Visage 3 (Not Alone) garnering radio support from the likes of Sultan + Shepard <a href=""https://www.last.fm/music/Massane"">Read more on Last.fm</a>",51371,522946,Ocula
Klubbhuset,"Artur Brändström & Egil Kahlbom. <a href=""https://www.last.fm/music/Klubbhuset"">Read more on Last.fm</a>",6370,26316,Paul Rudder
Braxton,"1) Braxton is Danny Duff, an electronic music producer and DJ from the North-West of England, based in Brighton.
After remixing Ashanti, Tourist, Ciara and Rüfüs; Braxton debut EP '21 Days' was released at the end of 2015 by MTA Records[/labell]. It contains 21 Days and Aspidistra. Kowloon was released on March 2016, followed by Something about you (feat. Ava James), Stronger (feat. Danni Wells) and Forever, all included on the MTA Records June released Stronger EP. <a href=""https://www.last.fm/music/Braxton"">Read more on Last.fm</a>",39263,312491,Warung
Cassimm,"The CASSIMM project was born in 2012 and he was pleasantly surprised by the success of very his first release, ""Silent To Me"" as it flew straight to charts and even got licensed by Sony Columbia.

Followed by releases on Labels like Mother recordings, Snatch! Records, DFTD, Glasgow Underground, 303Lovers, NONSTOP, and many others... he's now instantly recognized for his signature Tech-house sound.

CASSIMM is London based since 2014 and is actually a resident DJ in one of London's most famous clubs ""The Aquarium"" <a href=""https://www.last.fm/music/Cassimm"">Read more on Last.fm</a>",20364,82021,Earth n Days
DJ Hell,"DJ Hell is a pseudonym of Helmut Josef Geier (b. 6 Sept 1962 Born in Altenmarkt an der Alz, Bavaria, DE), who began DJing in Munich, Germany, in 1978.  He is one of the best reputed German 90's DJs.  His eclectic style has been developed from numerous genre : darkwave, goth, Detroit techno and electro - though, he is mostly known as a 'punk DJ'.

Geier runs the International Deejay Gigolos label and was resident at the Ultraschall club (Munich).  He has also collaborated with many others including:  Laurent Garnier <a href=""https://www.last.fm/music/DJ+Hell"">Read more on Last.fm</a>",116016,837355,Anthony Rother
Seb Zito,"Seb Zito is at the heart of the global underground. He has lived and experienced all the key musical movements of the last 30 years, from sweaty raves to pirate radio, US garage and UK house, to classy European minimal and sleek modern techno. He now distills them into his own tastefully eclectic sets and signature garage infused techno sound at the world's foremost clubs and festivals. 

He is open minded in what he plays and how he plays it, and his own Seven Dials label represents everything that's great about contemporary electronic music. <a href=""https://www.last.fm/music/Seb+Zito"">Read more on Last.fm</a>",10265,32883,Edwin Oosterwal
VNSSA,"VNSSA does not exist in the world of music because it is her choice, she exists in it because it is her calling.

VNSSA has always had a passion for music, even as a child. The Newport Beach native now calls Los Angeles home, and has immersed herself into the local electronic scene. Although Santa never gave her the turntables she wanted at a young age, she soon found herself drumming in local rock and indie rock bands. From there she started djing, and began performing at local clubs and house parties.  <a href=""https://www.last.fm/music/VNSSA"">Read more on Last.fm</a>",18126,69764,Azzecca
Aera,"There are 2 Aera. A krautrock band from the 70s and 80s and a current Berlin based producer of electronic music: 

1. Aera was a German band of the 70s and 80s that played a variety of krautrock with fusion and world elements mixed in. Saxophone/flute player  Klaus Kreuzeder was the one constant in the lineup, which at times prominently featured guitarist Muck Groh and a succession of bass players and drummers. They released a total of five studio albums and a live album between 1974 and 1982. <a href=""https://www.last.fm/music/Aera"">Read more on Last.fm</a>",18284,111365,Embryo
Wh0,"Wh0 is a UK house music production duo consisting of Robert Chetcuti and Tom Cross. Robert is known from the duo Rhythm Masters, and Tom has been producing music for over a decade. The duo came together in 2018 seemingly out of nowhere the duo has quickly established themselves as one of the most exciting prospects in the house scene.  An initial run of releases on Toolroom, Positiva, Ultra and their sharply rising imprint Wh0 Plays Records, as well as a string of official remixes for The Prodigy, Basement Jaxx, Tiesto, Sigma & more. <a href=""https://www.last.fm/music/Wh0"">Read more on Last.fm</a>",57472,259394,Adelphi Music Factory
Marco Lys,"If you’ve been anywhere near an electronic music event in the past few years, the likelihood is that at least one point during the evening you will have been moving to the hypnotic sounds of Marco Lys.

Born and raised in Italy’s legendary Venice, Marco Lys’s reputation has been forged on endless days in the studio perfecting his unique sound of tech tinged house, and demand for his sound has continued to grow with every piece of production that he works his magic on. <a href=""https://www.last.fm/music/Marco+Lys"">Read more on Last.fm</a>",20847,78818,Vakabular
Haus of Panda,"Haus of Panda, real name Steven Ngo, is a Canadian Speed House producer and DJ. 

For many years, Haus of Panda has been at the forefront of the exhilarating speed house genre, setting the tone for its future through his unmatched production style, Speed House Movement label, and curated Speed World events.

The fast-rising producer has helped Speed House move into the mainstream of dance music as records have snuck their way into the catalog of prestigious labels such as Dim Mak and Barong Family. <a href=""https://www.last.fm/music/Haus+of+Panda"">Read more on Last.fm</a>",9441,56831,Crisis Era
BROHUG,"Brohug (also stylized as BROHUG), is a Swedish DJ and production trio, consisting of Christopher Lunde, John Dahlbäck and Niklas Lunde.

Coming together as DJs from different shows, Brohug was formed when the three members became friends and collaborated.[5]

In July 2016, their debut single on Tchami's label Confession was released with the title ""In the Morning"".[6][7]

In January 2017, Dim Mak released a 2-song EP of Brohug titled Giggle Juice,[8] which is a follow to their previous two works Guerilla and the Marshall EP. <a href=""https://www.last.fm/music/BROHUG"">Read more on Last.fm</a>",59843,487317,Curbi
Westend,"Westend was an Austrian band of the '80s, consisting of Gary Lux, Hans Christian Wagner, Bernhard Rabitsch, Peter Vieweger and Patricia Tandien.

They are best known for participating at the 1983 Eurovision Song Contest with the song Hurricane. They finished in 9th place with 53 points.
 <a href=""https://www.last.fm/music/Westend"">Read more on Last.fm</a>",51111,258669,LUM!X
Dee Montero," <a href=""https://www.last.fm/music/Dee+Montero"">Read more on Last.fm</a>",21629,138325,Just Her
MARTEN HØRGER," <a href=""https://www.last.fm/music/+noredirect/MARTEN+H%C3%98RGER"">Read more on Last.fm</a>",55215,358844,
Hnny,"HNNY (pronounced ""honey"") is the moniker of Johan Cederberg, a Swedish electronic music producer. He has released material on several labels including Puss, Local Talk and Let's Play House. <a href=""https://www.last.fm/music/Hnny"">Read more on Last.fm</a>",320648,3051350,
Disaia,"Disaia, the Spanish DJs and Producers of Extremadura origin who in a short time went from touring the European continent, to debut on the American continent.

You will probably see them enjoy the best festival in Spain, such as sailing the Adriatic Sea and the Croatian coasts aboard a boat, playing in a club in Ibiza passing through beautiful Italy, even crossing the Atlantic Ocean, just to mention some of them. 

If something stands out in these two guys <a href=""https://www.last.fm/music/Disaia"">Read more on Last.fm</a>",4749,14446,ROXE
Essel,"

Sean Samara (ESSEL) was born in San Fernando Valley, CA in 1987.

He was raised in the San Fernando Valley for 13 years of his life until his father found a new job in the music industry and moved to Orange County.

Sean attended Currie Middle School for four years and later attended high school at both Magnolia and Loara.

Sean had always been into music his whole life and had also been in bands through out his whole high school term.

He joined <a href=""https://www.last.fm/music/+noredirect/Essel"">Read more on Last.fm</a>",80987,485549,
Malaa,"Malaa is a secret masked house-bass producer that started getting famous in 2015 <a href=""https://www.last.fm/music/Malaa"">Read more on Last.fm</a>",99309,886217,Matroda
Wassu," <a href=""https://www.last.fm/music/Wassu"">Read more on Last.fm</a>",10030,49050,Marsh
Claes Rosen,"Twentysix year old music producer. It all began in the 1990's when he started off in a program called, fasttracker II. The vibes kept coming and through the years of music production he has come across several types of styles. From commercial music, to dark and severe twelve inch dubplates (L-WIZ). Now in 2007, he's hooked mostly on house music, but his skills do not end there.


- Claes Rosen MySpace page <a href=""https://www.last.fm/music/Claes+Rosen"">Read more on Last.fm</a>",37646,212914,Bound to Divide
I_O,"i_o was one of the aliases of USA-based electronic music producer Garrett Lockhart. Garrett’s very first release under this moniker got him featured on mau5trap’s seventh installment of the We Are Friends compilation and a premiere on renowned electronic music platform Dancing Astronaut, being labelled as “a name to watch going forward”.

Spinnin' also believed in the talent when signing his collaboration with worldwide-famous electro house DJ and producer Tommy Trash <a href=""https://www.last.fm/music/I_O"">Read more on Last.fm</a>",89918,1490187,No Mana
Shiba San,"With a background in Hip Hop going back many years, the mysterious Shiba San - a proficient DJ and producer - has been creating quite a stir recently with his Deep House / Ghetto House influenced productions fusing old analog sounds with the latest technology of today, achieving rock-solid productions and creating his own personal sound. <a href=""https://www.last.fm/music/Shiba+San"">Read more on Last.fm</a>",91387,565357,Will Clarke
Miane,"Miane is equal to evolution. Formerly known as Taty Munoz, Miane steps up to become a strength by own right in the electronic music scene. Based in Ibiza, Miane’s music has a distinct staple, unique and difficult to put in words.

Miane’s story is one of hard work and DIY dedication. That, added to her immense talent, have managed to put her among the most interesting artist to keep an eye on by the scene. Without growing in a musical environment <a href=""https://www.last.fm/music/Miane"">Read more on Last.fm</a>",30829,133716,Black V Neck
Gorge,"1.) Gorge aka Pit Waldmann expired electronic music in the late 80’s. He grew up with the sound of Thorsten Fenslau and Alexander Abraham and began to produce his own music in the middle of the 90’s. Taking a trip through all kinds of electronic music he finally came back to house and techno music influenced by deep Chicago house sound and techhouse.

In 2005 he met Nick Curly and started the imprint 8bit records which grew up to a worldwide respected label with artists like Johnny D <a href=""https://www.last.fm/music/Gorge"">Read more on Last.fm</a>",34816,167147,Nick Curly
A.M.R,"A.M.R, real name Amr Hachicho, is a progressive and melodic house producer from Doha, Qatar. He was born on June 1989 in Canada and has lived in the small country of Qatar his entire life. Amr found his interest in electronic music at the age of 11, listening to various underground trance at the time. What caught most of his attention on this genre was the beautiful and relaxing melodies which made up the tracks. At the age of 12 Amr began experimenting in music production, and began producing music of different styles. <a href=""https://www.last.fm/music/A.M.R"">Read more on Last.fm</a>",39424,291295,Vintage & Morelli
Hollt," <a href=""https://www.last.fm/music/Hollt"">Read more on Last.fm</a>",16887,99937,8Kays
Sllash & Doppe,"Sllash & Doppe have met in the backyard, while playing childhood games. They were not neighbors or friends, but their connection was even stronger, they are those inseparable cousins. Constantly laughing and making fun of each other, their playground moved inside when they received “Dance eJay”, a PC program that caught all of their attention. Many years later they changed the program, but this still remained the activity that they are passionate about until today, producing music. <a href=""https://www.last.fm/music/Sllash+&+Doppe"">Read more on Last.fm</a>",22206,99768,Ferreck Dawn
Mike Mago,"Mike Mago decided to hang up the microphone and buy turntables in 2001. Since then, he has played at Supernatural, Extrema, Rechter (Eindhoven), Mezz (Breda), 't Paard (The Hague), Doornroosje (Nijmegen), Theater festival (Antwerp), Ekko and Tivoli (Utrecht), among others.

Although his heart goes mostly to Hiphop and broken beat, he has a broad taste in music which he performs, depending on the type of party. Now Mike Mago is resident DJ at DumDum, and Boemklatsch. <a href=""https://www.last.fm/music/Mike+Mago"">Read more on Last.fm</a>",139102,891870,NIGHTLAPSE
Greg Ochman,"Greg Ochman (formerly known as Robot Needs Oil) is a DJ and music producer from Kalwaria Zebrzydowska, Poland, currently living in United Kingdom. He creates music in the genre of Organic House and Downtempo. <a href=""https://www.last.fm/music/Greg+Ochman"">Read more on Last.fm</a>",2850,15536,Nursultan Kun
