canciones,artistas,género,tipo,año lanzamiento
forget me too (feat. Halsey),mgk,Pop,track,2020
Tyler Herro,Jack Harlow,Pop,track,2020
Shinunoga E-Wa,Fujii Kaze,Pop,track,2020
Stargazing,The Neighbourhood,Pop,track,2020
Wish You Were Sober,Conan Gray,Pop,track,2020
willow,Taylor Swift,Pop,track,2020
You're All I Want,Cigarettes After Sex,Pop,track,2020
Hit Different,SZA,Pop,track,2020
Pensándote,Rauw Alejandro,Pop,track,2020
I WANNA SEE SOME ASS (feat. jetsonmade),Jack Harlow,Pop,track,2020
the last great american dynasty,Taylor Swift,Pop,track,2020
Be Kind (with Halsey),Marshmello,Pop,track,2020
Fire On Fire,Sam Smith,Pop,track,2020
God’s Menu,Stray Kids,Pop,track,2020
UNAPOLOGETICALLY COUNTRY AS HELL,HARDY,Pop,track,2020
Still Trappin',Lil Durk,Pop,track,2020
IDK You Yet,Alexander 23,Pop,track,2020
Rain On Me (with Ariana Grande),Lady Gaga,Pop,track,2020
La Mitad,Camilo,Pop,track,2020
Can I,Kehlani,Pop,track,2020
Put Your Records On,Ritt Momney,Pop,track,2020
Too Close,Sir Chloe,Pop,track,2020
Kyoto,Phoebe Bridgers,Pop,track,2020
Blastoff (feat. Juice WRLD),Internet Money,Pop,track,2020
El Mismo Aire - con Pablo Alborán,Camilo,Pop,track,2020
Graceland Too,Phoebe Bridgers,Pop,track,2020
Freak,Doja Cat,Pop,track,2020
All They Wanted,Panchiko,Pop,track,2020
bloody valentine,mgk,Pop,track,2020
Wildfires,SAULT,Pop,track,2020
Gimme Love,Joji,Pop,track,2020
Blur,Stellar,Pop,track,2020
Savior Complex,Phoebe Bridgers,Pop,track,2020
How You Like That,BLACKPINK,Pop,track,2020
You should be sad,Halsey,Pop,track,2020
I Want You To Love Me,Fiona Apple,Pop,track,2020
Arcade,Duncan Laurence,Pop,track,2020
gold rush,Taylor Swift,Pop,track,2020
Therefore I Am,Billie Eilish,Pop,track,2020
cardigan,Taylor Swift,Pop,track,2020
Need It,Migos,Pop,track,2020
Antidote,Orion Sun,Pop,track,2020
ivy,Taylor Swift,Pop,track,2020
Wolves (feat. Post Malone),Big Sean,Pop,track,2020
Freak (feat. REI AMI),Sub Urban,Pop,track,2020
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,Pop,track,2020
Isis (feat. Logic),Joyner Lucas,Pop,track,2020
Useless,Omar Apollo,Pop,track,2020
the 1,Taylor Swift,Pop,track,2020
Midnight Sky,Miley Cyrus,Pop,track,2020
Saint Bernard,Lincoln,Pop,track,2020
cowboy like me,Taylor Swift,Pop,track,2020
Like You Do,Joji,Pop,track,2020
People You Know,Selena Gomez,Pop,track,2020
BOOTS,HARDY,Pop,track,2020
You Got It,Vedo,Pop,track,2020
i'm so tired...,Lauv,Pop,track,2020
Tequila Shots,Kid Cudi,Pop,track,2020
To the Mountains,Lizzy McAlpine,Pop,track,2020
ingydar,Adrianne Lenker,Pop,track,2020
What A Man Gotta Do,Jonas Brothers,Pop,track,2020
Prisoner (feat. Dua Lipa),Miley Cyrus,Pop,track,2020
More Hearts Than Mine,Ingrid Andress,Pop,track,2020
Ponte Pa' Mi,Rauw Alejandro,Pop,track,2020
Space Ghost Coast To Coast,Glass Animals,Pop,track,2020
*Equip Sunglasses*,Hot Mulligan,Pop,track,2020
VILLAIN,K/DA,Pop,track,2020
Backyard Boy,Claire Rosinkranz,Pop,track,2020
marjorie,Taylor Swift,Pop,track,2020
BEST ON EARTH (feat. BIA) - Bonus,Russ,Pop,track,2020
People I Don't Like,UPSAHL,Pop,track,2020
Garden Song,Phoebe Bridgers,Pop,track,2020
紅蓮華,LiSA,Pop,track,2020
My Head & My Heart,Ava Max,Pop,track,2020
my future,Billie Eilish,Pop,track,2020
Lotta True Crime,Penelope Scott,Pop,track,2020
peace,Taylor Swift,Pop,track,2020
Devil's Advocate,The Neighbourhood,Pop,track,2020
Chosen (feat. Ty Dolla $ign),Blxst,Pop,track,2020
Afterthought,Joji,Pop,track,2020
august,Taylor Swift,Pop,track,2020
Disco Man,Remi Wolf,Pop,track,2020
Caramelo - Remix,Ozuna,Pop,track,2020
Tangerine,Glass Animals,Pop,track,2020
The Business,Tiësto,Pop,track,2020
Triflin Hoes,Lil Durk,Pop,track,2020
Levitating (feat. DaBaby),Dua Lipa,Pop,track,2020
Tokyo Drifting,Glass Animals,Pop,track,2020
Sensitive,Dreamer Isioma,Pop,track,2020
bonfire,wave to earth,Pop,track,2020
A Troubled Mind,Noah Kahan,Pop,track,2020
Précis Two,Vansire,Pop,track,2020
Natural,Shelly,Pop,track,2020
this is me trying,Taylor Swift,Pop,track,2020
Lovesick Girls,BLACKPINK,Pop,track,2020
Reloj,Rauw Alejandro,Pop,track,2020
Killshot,Magdalena Bay,Pop,track,2020
overwhelmed,Royal & the Serpent,Pop,track,2020
You're Somebody Else,flora cash,Pop,track,2020
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,Pop,track,2020
Kinfolks,Sam Hunt,Pop,track,2020
Love Again,Dua Lipa,Pop,track,2020
‘tis the damn season,Taylor Swift,Pop,track,2020
Feel Better,Penelope Scott,Pop,track,2020
illicit affairs,Taylor Swift,Pop,track,2020
blind,ROLE MODEL,Pop,track,2020
the last great american dynasty,Taylor Swift,Pop,track,2020
Run,Joji,Pop,track,2020
Your Love (Déjà Vu),Glass Animals,Pop,track,2020
Savage Love (Laxed - Siren Beat),Jawsh 685,Pop,track,2020
All I Want,Olivia Rodrigo,Pop,track,2020
invisible string,Taylor Swift,Pop,track,2020
Wonder,Shawn Mendes,Pop,track,2020
Ocean Drive,Duke Dumont,Pop,track,2020
mirrorball,Taylor Swift,Pop,track,2020
Anyway,Noah Kahan,Pop,track,2020
Hard To Forget,Sam Hunt,Pop,track,2020
"no body, no crime (feat. HAIM)",Taylor Swift,Pop,track,2020
Already Best Friends (feat. Chris Brown),Jack Harlow,Pop,track,2020
Kuntry & Wistern,Koe Wetzel,Pop,track,2020
Pretty Savage,BLACKPINK,Pop,track,2020
stupid,Tate McRae,Pop,track,2020
marjorie,Taylor Swift,Pop,track,2020
happiness,Taylor Swift,Pop,track,2020
Given-Taken,ENHYPEN,Pop,track,2020
betty,Taylor Swift,Pop,track,2020
mad woman,Taylor Swift,Pop,track,2020
Krystal,Matt Maltese,Pop,track,2020
Algo Mágico,Rauw Alejandro,Pop,track,2020
space girl,Frances Forever,Pop,track,2020
seven,Taylor Swift,Pop,track,2020
Want U Around (feat. Ruel),Omar Apollo,Pop,track,2020
Young Man's Blues,Parker McCollum,Pop,track,2020
Care For You,The Marías,Pop,track,2020
Graveyard,Halsey,Pop,track,2020
Lil Bit,Nelly,Pop,track,2020
Spicy (feat. Post Malone),Ty Dolla $ign,Pop,track,2020
Rain On Me (with Ariana Grande),Lady Gaga,Pop,track,2020
Monsters (feat. Demi Lovato and blackbear),All Time Low,Pop,track,2020
Can I See You Tonight?,Eyedress,Pop,track,2020
drunk face,mgk,Pop,track,2020
safety net (feat. Ty Dolla $ign),Ariana Grande,Pop,track,2020
Who Am I,NEEDTOBREATHE,Pop,track,2020
Cherry Flavoured,The Neighbourhood,Pop,track,2020
Life Goes On,BTS,Pop,track,2020
Close Behind,Noah Kahan,Pop,track,2020
fue mejor (feat. SZA),Kali Uchis,Pop,track,2020
When I Pull Up,Justin Champagne,Pop,track,2020
Tattoo - Remix with Camilo,Rauw Alejandro,Pop,track,2020
Overrated,Blxst,Pop,track,2020
I Need You,Jelly Roll,Pop,track,2020
Fight or Flight,Conan Gray,Pop,track,2020
Punisher,Phoebe Bridgers,Pop,track,2020
POPSTAR (feat. Drake),DJ Khaled,Pop,track,2020
nasty,Ariana Grande,Pop,track,2020
Desires (with Future),Drake,Pop,track,2020
Right Back Where We Started From,Maxine Nightingale,Pop,track,2020
Holy (feat. Chance The Rapper),Justin Bieber,Pop,track,2020
Pancakes for Dinner,Lizzy McAlpine,Pop,track,2020
Harleys In Hawaii,Katy Perry,Pop,track,2020
Mean It,Lauv,Pop,track,2020
Comfort Crowd,Conan Gray,Pop,track,2020
Easier,5 Seconds of Summer,Pop,track,2020
Back Door,Stray Kids,Pop,track,2020
Vampire,Dominic Fike,Pop,track,2020
GREECE (feat. Drake),DJ Khaled,Pop,track,2020
Life,Jelly Roll,Pop,track,2020
Faith,The Weeknd,Pop,track,2020
Breaking Up Was Easy In The 90's,Sam Hunt,Pop,track,2020
Lost,Chri$tian Gate$,Pop,track,2020
9,Dean Blunt,Pop,track,2020
mad woman,Taylor Swift,Pop,track,2020
Escape From LA,The Weeknd,Pop,track,2020
Mi Cuarto,Jerry Di,Pop,track,2020
ICU,Phoebe Bridgers,Pop,track,2020
Control,Zoe Wees,Pop,track,2020
Daylight,Joji,Pop,track,2020
I CAN'T STOP ME,TWICE,Pop,track,2020
Banks,NEEDTOBREATHE,Pop,track,2020
Intentions,Justin Bieber,Pop,track,2020
Jackie Chan,Tiësto,Pop,track,2020
Toosie Slide,Drake,Pop,track,2020
Honeypie,JAWNY,Pop,track,2020
Like A Cowboy,Parker McCollum,Pop,track,2020
PRACTICE,DaBaby,Pop,track,2020
Fall Into Me,Forest Blakk,Pop,track,2020
peace,Taylor Swift,Pop,track,2020
BCKYRD,Hot Mulligan,Pop,track,2020
Wonder,Shawn Mendes,Pop,track,2020
Internet Sensation,Lil Durk,Pop,track,2020
Take You Dancing,Jason Derulo,Pop,track,2020
Level of Concern,Twenty One Pilots,Pop,track,2020
Feel Something (With I Prevail),ILLENIUM,Pop,track,2020
Jesus in LA,Alec Benjamin,Pop,track,2020
Fairytale,Livingston,Pop,track,2020
Ew,Joji,Pop,track,2020
Way Out (feat. Big Sean),Jack Harlow,Pop,track,2020
Alone Again,The Weeknd,Pop,track,2020
Piel Canela,Cuco,Pop,track,2020
Anything for You,Eyedress,Pop,track,2020
Una Locura,Ozuna,Pop,track,2020
Black Swan,BTS,Pop,track,2020
Put A Little Love On Me,Niall Horan,Pop,track,2020
Damages,Tems,Pop,track,2020
Blue Hour,TOMORROW X TOGETHER,Pop,track,2020
Stupid Love,Lady Gaga,Pop,track,2020
Good Girls (Don’t Get Used),Beach Bunny,Pop,track,2020
just like magic,Ariana Grande,Pop,track,2020
TRUCK,HARDY,Pop,track,2020
Lonely,Noah Cyrus,Pop,track,2020
Curl up & Die,Matt Maltese,Pop,track,2020
Wurli,Dominic Fike,Pop,track,2020
Apple Pie,Lizzy McAlpine,Pop,track,2020
Stacy,Quinn XCII,Pop,track,2020
PORFA,Feid,Pop,track,2020
Radio,Freak Slug,Pop,track,2020
Forever (feat. Post Malone & Clever),Justin Bieber,Pop,track,2020
Valhalla Calling,Miracle Of Sound,Pop,track,2020
Toosie Slide,Drake,Pop,track,2020
Lose Somebody,Kygo,Pop,track,2020
Black And White,Niall Horan,Pop,track,2020
Pretty Please,Dua Lipa,Pop,track,2020
Abyss,Jin,Pop,track,2020
Yikes,Nicki Minaj,Pop,track,2020
The Story,Conan Gray,Pop,track,2020
Waterfalls Coming Out Your Mouth,Glass Animals,Pop,track,2020
Somebody Like That,Tenille Arts,Pop,track,2020
Eenie Meenie - Radio Version,Sean Kingston,Pop,track,2020
The Bottom,Jelly Roll,Pop,track,2020
BLAME IT ON THE KIDS,AViVA,Pop,track,2020
Cigarette Ahegao,Penelope Scott,Pop,track,2020
Savage Remix (feat. Beyoncé),Megan Thee Stallion,Pop,track,2020
Ne Me Quitte Pas (Don't Leave Me),Orion Sun,Pop,track,2020
Too Late,The Weeknd,Pop,track,2020
Shoes,Lil Wayne,Pop,track,2020
WANNABE,ITZY,Pop,track,2020
Mind Is A Prison,Alec Benjamin,Pop,track,2020
Bitter,FLETCHER,Pop,track,2020
ADHD,Joyner Lucas,Pop,track,2020
me & ur ghost,blackbear,Pop,track,2020
Hardest To Love,The Weeknd,Pop,track,2020
TKN (feat. Travis Scott),ROSALÍA,Pop,track,2020
So Am I,Ava Max,Pop,track,2020
Fire Drill,Melanie Martinez,Pop,track,2020
quiero sentirme bien,Kali Uchis,Pop,track,2020
Turn Back Time,Diplo,Pop,track,2020
"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",Cautious Clay,Pop,track,2020
Halloween,Phoebe Bridgers,Pop,track,2020
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,Pop,track,2020
Caught in a Dream,PALASTIC,Pop,track,2020
How Do You Sleep?,Sam Smith,Pop,track,2020
Who,Lauv,Pop,track,2020
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,Pop,track,2020
Plastic Hearts,Miley Cyrus,Pop,track,2020
Nothing Left At All,Jelly Roll,Pop,track,2020
Close To Me,Ellie Goulding,Pop,track,2020
Filter,BTS,Pop,track,2020
long story short,Taylor Swift,Pop,track,2020
ON,BTS,Pop,track,2020
Water,Kehlani,Pop,track,2020
Bare Wit Me,Teyana Taylor,Pop,track,2020
Hallucinate,Dua Lipa,Pop,track,2020
Tyler Herro,Jack Harlow,Pop,track,2020
Salt,Ava Max,Pop,track,2020
Sweet Tooth,Cavetown,Pop,track,2020
Snowchild,The Weeknd,Pop,track,2020
Lonely (with benny blanco),Justin Bieber,Pop,track,2020
Cold Beer Calling My Name,Jameson Rodgers,Pop,track,2020
Burn The Hoods,Ski Mask The Slump God,Pop,track,2020
Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,Pop,track,2020
Sunsick,Bennett Coast,Pop,track,2020
Surf Swag,Lil Wayne,Pop,track,2020
MORE,K/DA,Pop,track,2020
Power,Kevin Gates,Pop,track,2020
Savage Remix (feat. Beyoncé),Megan Thee Stallion,Pop,track,2020
coney island (feat. The National),Taylor Swift,Pop,track,2020
body bag (feat. YUNGBLUD & Bert McCracken of The Used),mgk,Pop,track,2020
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Miley Cyrus,Pop,track,2020
Again,Wande Coal,Pop,track,2020
IMPORTED (with 6LACK),Jessie Reyez,Pop,track,2020
Route 66 (feat. EST Gee),Jack Harlow,Pop,track,2020
Sedona,Sir Chloe,Pop,track,2020
Know Your Worth,Khalid,Pop,track,2020
La Nota,Manuel Turizo,Pop,track,2020
Maria,HWASA,Pop,track,2020
Into The Dark (feat. Kellin Quinn),Point North,Pop,track,2020
Luv Is Dro (feat. Static Major & Bryson Tiller),Jack Harlow,Pop,track,2020
Somebody,Internet Money,Pop,track,2020
Scared To Live,The Weeknd,Pop,track,2020
angel,Kali Uchis,Pop,track,2020
zombie girl,Adrianne Lenker,Pop,track,2020
Mmmh,KAI,Pop,track,2020
party 4 u,Charli xcx,Pop,track,2020
Anything You Want,JAWNY,Pop,track,2020
Sweet Hibiscus Tea,Penelope Scott,Pop,track,2020
Dirt Road,Kidd G,Pop,track,2020
dorothea,Taylor Swift,Pop,track,2020
SUPERBLOOM,MisterWives,Pop,track,2020
The Most Beautiful Thing,Bruno Major,Pop,track,2020
west side,Ariana Grande,Pop,track,2020
Chinese Satellite,Phoebe Bridgers,Pop,track,2020
off the table (with The Weeknd),Ariana Grande,Pop,track,2020
Let's Skip to the Wedding,Eyedress,Pop,track,2020
Relación - Remix,Sech,Pop,track,2020
Eleven (feat. Summer Walker),Khalid,Pop,track,2020
Yummy,Justin Bieber,Pop,track,2020
Pride (with mxmtoon),Noah Kahan,Pop,track,2020
"always, i'll care",Jeremy Zucker,Pop,track,2020
Inolvidable,Ovy On The Drums,Pop,track,2020
Over Now (with The Weeknd),Calvin Harris,Pop,track,2020
Hate the Club (feat. Masego),Kehlani,Pop,track,2020
If You’re Too Shy (Let Me Know),The 1975,Pop,track,2020
"no body, no crime (feat. HAIM)",Taylor Swift,Pop,track,2020
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,Pop,track,2020
Hawái - Remix,Maluma,Pop,track,2020
long story short,Taylor Swift,Pop,track,2020
GRRRLS,AViVA,Pop,track,2020
Passion,RAC,Pop,track,2020
Elegí (feat. Dímelo Flow),Rauw Alejandro,Pop,track,2020
two reverse,Adrianne Lenker,Pop,track,2020
Lily of The Valley,DANIEL,Pop,track,2020
From Florida With Love,Drake,Pop,track,2020
On The Road Again - Live,Willie Nelson,Pop,track,2020
Repeat After Me (Interlude),The Weeknd,Pop,track,2020
Only The Young - Featured in Miss Americana,Taylor Swift,Pop,track,2020
Despeinada,Ozuna,Pop,track,2020
4ÆM,Grimes,Pop,track,2020
queen of broken hearts,blackbear,Pop,track,2020
ride,wave to earth,Pop,track,2020
What's Love Got to Do with It,Kygo,Pop,track,2020
Symphony,Switch,Pop,track,2020
Memories,Eden Prince,Pop,track,2020
Truth I'm Standing On,Leanna Crawford,Pop,track,2020
Hecha Pa' Mi,Boza,Pop,track,2020
Si Me Dices Que Sí,Reik,Pop,track,2020
LEMONS (with Cavetown),Brye,Pop,track,2020
kiss kiss,mgk,Pop,track,2020
claws,Charli xcx,Pop,track,2020
Cold & Alone,Koe Wetzel,Pop,track,2020
Wildest Dreams,Duomo,Pop,track,2020
Kiss Me Like It's the First Time,Eyedress,Pop,track,2020
Teenage Dream,Kidd G,Pop,track,2020
Feelings,Lauv,Pop,track,2020
Ice Cream (with Selena Gomez),BLACKPINK,Pop,track,2020
Stupid Again,Tory Lanez,Pop,track,2020
Del Mar,Ozuna,Pop,track,2020
anything,Adrianne Lenker,Pop,track,2020
I Wanna Fuck You,Snoop Dogg,Pop,track,2020
Nice To Meet Ya,Niall Horan,Pop,track,2020
Come Around Me,Justin Bieber,Pop,track,2020
Never Really Over,Katy Perry,Pop,track,2020
my angel,Adrianne Lenker,Pop,track,2020
Me Against the Mountain,Ian Munsick,Pop,track,2020
Let's Get It Started,Black Eyed Peas,Pop,track,2020
GIRL LIKE ME,Black Eyed Peas,Pop,track,2020
Kamikaze,Omar Apollo,Pop,track,2020
Politics & Violence,Dominic Fike,Pop,track,2020
Must Have Been The Wind,Alec Benjamin,Pop,track,2020
Double Negative (Skeleton Milkshake),Dominic Fike,Pop,track,2020
Trigger Of Love,JAWNY,Pop,track,2020
I Love,Joyner Lucas,Pop,track,2020
Complete Intro (Until It's Done),Kevin Ross,Pop,track,2020
WOW (feat. Sabrina Carpenter) - Remix,Zara Larsson,Pop,track,2020
Make Room,The Church Will Sing,Pop,track,2020
Tutu,Camilo,Pop,track,2020
King Of The Fall,The Weeknd,Pop,track,2020
Diamonds,Sam Smith,Pop,track,2020
Show Out (with Skepta & Pop Smoke),Kid Cudi,Pop,track,2020
Lovefool,twocolors,Pop,track,2020
Johnny and June,Jelly Roll,Pop,track,2020
Strings,iyla,Pop,track,2020
Catching Eyes,49th & Main,Pop,track,2020
My Person,Spencer Crandall,Pop,track,2020
Copy Cat (feat. Tierra Whack),Melanie Martinez,Pop,track,2020
Wouldn't Have to Miss You,Pecos & the Rooftops,Pop,track,2020
Crazy Over You,BLACKPINK,Pop,track,2020
Road,Lane 8,Pop,track,2020
AIN'T A BAD DAY,HARDY,Pop,track,2020
Zim Zimma,Joyner Lucas,Pop,track,2020
THE BADDEST,K/DA,Pop,track,2020
eight(Prod.&Feat. SUGA of BTS),IU,Pop,track,2020
"fuck, i'm lonely",Lauv,Pop,track,2020
Can You Blame Me (feat. Lucky Daye),Kehlani,Pop,track,2020
New Song,Maggie Rogers,Pop,track,2020
London's Song,Matt Hartke,Pop,track,2020
Paradise (feat. Dermot Kennedy),MEDUZA,Pop,track,2020
my type,brb.,Pop,track,2020
Color Esperanza 2020,Diego Torres,Pop,track,2020
Potential Breakup Song,Aly & AJ,Pop,track,2020
CRY FOR ME,TWICE,Pop,track,2020
Head In The Clouds,BabyJake,Pop,track,2020
