Artista,Biografia,Listeners,Playcount,Artistas Similares
Sole Sole," <a href=""https://www.last.fm/music/Sole+Sole"">Read more on Last.fm</a>",39039,244388,Tomas Skyldeberg
Chester Young," <a href=""https://www.last.fm/music/Chester+Young"">Read more on Last.fm</a>",37789,284303,grimmmz
Emmit Fenn,"Raised in Berkeley, California, Emmit Fenn is a singer, songwriter, and producer of offbeat, cinematic soundscapes in the realm of indie electronica. Fenn first turned to the piano and composing at the age of 12 as a means of distraction when his parents separated. He later picked up the guitar and violin and went on to study composition and music theory. He was in college when his single ""Painting Grey,"" released in 2015, became a viral hit, accumulating millions of plays. <a href=""https://www.last.fm/music/Emmit+Fenn"">Read more on Last.fm</a>",382721,3981807,Elderbrook
Vicetone,"Vicetone is a Dutch DJ and production duo formed by Ruben Den Boer (born 22 January 1992) and Victor Pool (born 9 July 1992), from the Dutch city of Groningen. In 2013, they were voted into the DJ Mag Top 100 DJs list for the first time at 60th as a new entry.[1] Later in 2014, they went up 24 places on the list, coming 36th.[2] In 2015, they fell 14 places to 50th.[3]

Both listeners of electronic music since childhood, Victor and Ruben met at 15 years of age in school, where they shared their musical tastes and different songs they heard. <a href=""https://www.last.fm/music/Vicetone"">Read more on Last.fm</a>",497544,8347454,Axel Johansson
Rampa,"From 2009 on, Rampa made a name of himself through Keinemusik, his own little d.i.y.-cosmos, being not only label, but also crew of likeminded DJs, producers and friends. The teamwork within this realm has seen a serious number of productions and collaborations, particularly with fellow producer &ME, not to forget the rest of the bunch, Adam Port, Reznik and Monja.

Besides, he’s got an array of other collaborations and releases under his belt, put out on imprints like Circoloco <a href=""https://www.last.fm/music/Rampa"">Read more on Last.fm</a>",110684,779315,&ME
